financial_year,sending_location,stay_type,age_group,sex,rate,nclient
2018/19,Aberdeen City,Short Stay / Respite,0-17 years,Male,29.9,20
2018/19,Aberdeen City,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Short Stay / Respite,18-64 years,Female,104.5,70
2018/19,Aberdeen City,Short Stay / Respite,18-64 years,Male,104.5,70
2018/19,Aberdeen City,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Short Stay / Respite,65-74 years,Female,44.8,30
2018/19,Aberdeen City,Short Stay / Respite,65-74 years,Male,52.2,35
2018/19,Aberdeen City,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Short Stay / Respite,75-84 years,Female,179.1,120
2018/19,Aberdeen City,Short Stay / Respite,75-84 years,Male,126.9,85
2018/19,Aberdeen City,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Short Stay / Respite,85+ years,Female,223.9,150
2018/19,Aberdeen City,Short Stay / Respite,85+ years,Male,126.9,85
2018/19,Aberdeen City,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Short Stay / Respite,Unknown,Female,0,0
2018/19,Aberdeen City,Short Stay / Respite,Unknown,Male,0,0
2018/19,Aberdeen City,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Long Stay,All Ages,Female,626.2,1315
2018/19,Aberdeen City,Long Stay,All Ages,Male,376.2,790
2018/19,Aberdeen City,Long Stay,All Ages,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Long Stay,0-17 years,Female,9.5,20
2018/19,Aberdeen City,Long Stay,0-17 years,Male,21.4,45
2018/19,Aberdeen City,Long Stay,0-17 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Long Stay,18-64 years,Female,54.8,115
2018/19,Aberdeen City,Long Stay,18-64 years,Male,90.5,190
2018/19,Aberdeen City,Long Stay,18-64 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Long Stay,65-74 years,Female,52.4,110
2018/19,Aberdeen City,Long Stay,65-74 years,Male,57.1,120
2018/19,Aberdeen City,Long Stay,65-74 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Long Stay,75-84 years,Female,169,355
2018/19,Aberdeen City,Long Stay,75-84 years,Male,90.5,190
2018/19,Aberdeen City,Long Stay,75-84 years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Long Stay,85+ years,Female,338.1,710
2018/19,Aberdeen City,Long Stay,85+ years,Male,116.7,245
2018/19,Aberdeen City,Long Stay,85+ years,Not Known / Unspecified,0,0
2018/19,Aberdeen City,Long Stay,Unknown,Female,0,0
2018/19,Aberdeen City,Long Stay,Unknown,Male,0,0
2018/19,Aberdeen City,Long Stay,Unknown,Not Known / Unspecified,0,0
2020/21,Aberdeen City,All Stays,All Ages,Female,622.4,1335
2020/21,Aberdeen City,All Stays,All Ages,Male,375.3,805
2020/21,Aberdeen City,All Stays,All Ages,Not Known / Unspecified,0,0
2020/21,Aberdeen City,All Stays,0-17 years,Female,7,15
2020/21,Aberdeen City,All Stays,0-17 years,Male,16.3,35
2020/21,Aberdeen City,All Stays,0-17 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,All Stays,18-64 years,Female,53.6,115
2020/21,Aberdeen City,All Stays,18-64 years,Male,90.9,195
2020/21,Aberdeen City,All Stays,18-64 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,All Stays,65-74 years,Female,53.6,115
2020/21,Aberdeen City,All Stays,65-74 years,Male,60.6,130
2020/21,Aberdeen City,All Stays,65-74 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,All Stays,75-84 years,Female,167.8,360
2020/21,Aberdeen City,All Stays,75-84 years,Male,93.2,200
2020/21,Aberdeen City,All Stays,75-84 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,All Stays,85+ years,Female,340.3,730
2020/21,Aberdeen City,All Stays,85+ years,Male,116.6,250
2020/21,Aberdeen City,All Stays,85+ years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,All Stays,Unknown,Female,0,0
2020/21,Aberdeen City,All Stays,Unknown,Male,0,0
2020/21,Aberdeen City,All Stays,Unknown,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Short Stay / Respite,All Ages,Female,536.6,110
2020/21,Aberdeen City,Short Stay / Respite,All Ages,Male,487.8,100
2020/21,Aberdeen City,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Short Stay / Respite,0-17 years,Female,0,0
2020/21,Aberdeen City,Short Stay / Respite,0-17 years,Male,0,0
2020/21,Aberdeen City,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Short Stay / Respite,18-64 years,Female,0,0
2020/21,Aberdeen City,Short Stay / Respite,18-64 years,Male,24.4,5
2020/21,Aberdeen City,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Short Stay / Respite,65-74 years,Female,48.8,10
2020/21,Aberdeen City,Short Stay / Respite,65-74 years,Male,73.2,15
2020/21,Aberdeen City,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Short Stay / Respite,75-84 years,Female,146.3,30
2020/21,Aberdeen City,Short Stay / Respite,75-84 years,Male,195.1,40
2020/21,Aberdeen City,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Short Stay / Respite,85+ years,Female,317.1,65
2020/21,Aberdeen City,Short Stay / Respite,85+ years,Male,195.1,40
2020/21,Aberdeen City,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Short Stay / Respite,Unknown,Female,0,0
2020/21,Aberdeen City,Short Stay / Respite,Unknown,Male,0,0
2020/21,Aberdeen City,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Long Stay,All Ages,Female,635,1270
2020/21,Aberdeen City,Long Stay,All Ages,Male,367.5,735
2020/21,Aberdeen City,Long Stay,All Ages,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Long Stay,0-17 years,Female,7.5,15
2020/21,Aberdeen City,Long Stay,0-17 years,Male,17.5,35
2020/21,Aberdeen City,Long Stay,0-17 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Long Stay,18-64 years,Female,55,110
2020/21,Aberdeen City,Long Stay,18-64 years,Male,95,190
2020/21,Aberdeen City,Long Stay,18-64 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Long Stay,65-74 years,Female,52.5,105
2020/21,Aberdeen City,Long Stay,65-74 years,Male,57.5,115
2020/21,Aberdeen City,Long Stay,65-74 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Long Stay,75-84 years,Female,170,340
2020/21,Aberdeen City,Long Stay,75-84 years,Male,87.5,175
2020/21,Aberdeen City,Long Stay,75-84 years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Long Stay,85+ years,Female,347.5,695
2020/21,Aberdeen City,Long Stay,85+ years,Male,110,220
2020/21,Aberdeen City,Long Stay,85+ years,Not Known / Unspecified,0,0
2020/21,Aberdeen City,Long Stay,Unknown,Female,0,0
2020/21,Aberdeen City,Long Stay,Unknown,Male,0,0
2020/21,Aberdeen City,Long Stay,Unknown,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,All Stays,All Ages,Female,656.2,1365
2017/18,Aberdeenshire,All Stays,All Ages,Male,341.3,710
2017/18,Aberdeenshire,All Stays,All Ages,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,All Stays,0-17 years,Female,0,0
2017/18,Aberdeenshire,All Stays,0-17 years,Male,0,0
2017/18,Aberdeenshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,All Stays,18-64 years,Female,60.1,125
2017/18,Aberdeenshire,All Stays,18-64 years,Male,76.9,160
2017/18,Aberdeenshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,All Stays,65-74 years,Female,50.5,105
2017/18,Aberdeenshire,All Stays,65-74 years,Male,52.9,110
2017/18,Aberdeenshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,All Stays,75-84 years,Female,187.5,390
2017/18,Aberdeenshire,All Stays,75-84 years,Male,103.4,215
2017/18,Aberdeenshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,All Stays,85+ years,Female,360.6,750
2017/18,Aberdeenshire,All Stays,85+ years,Male,108.2,225
2017/18,Aberdeenshire,All Stays,85+ years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,All Stays,Unknown,Female,0,0
2017/18,Aberdeenshire,All Stays,Unknown,Male,0,0
2017/18,Aberdeenshire,All Stays,Unknown,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Short Stay / Respite,All Ages,Female,532.3,165
2017/18,Aberdeenshire,Short Stay / Respite,All Ages,Male,483.9,150
2017/18,Aberdeenshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Short Stay / Respite,0-17 years,Female,0,0
2017/18,Aberdeenshire,Short Stay / Respite,0-17 years,Male,0,0
2017/18,Aberdeenshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Short Stay / Respite,18-64 years,Female,80.6,25
2017/18,Aberdeenshire,Short Stay / Respite,18-64 years,Male,129,40
2017/18,Aberdeenshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Short Stay / Respite,65-74 years,Female,32.3,10
2017/18,Aberdeenshire,Short Stay / Respite,65-74 years,Male,64.5,20
2017/18,Aberdeenshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Short Stay / Respite,75-84 years,Female,161.3,50
2017/18,Aberdeenshire,Short Stay / Respite,75-84 years,Male,145.2,45
2017/18,Aberdeenshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Short Stay / Respite,85+ years,Female,241.9,75
2017/18,Aberdeenshire,Short Stay / Respite,85+ years,Male,145.2,45
2017/18,Aberdeenshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Short Stay / Respite,Unknown,Female,0,0
2017/18,Aberdeenshire,Short Stay / Respite,Unknown,Male,0,0
2017/18,Aberdeenshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Long Stay,All Ages,Female,680.1,1265
2017/18,Aberdeenshire,Long Stay,All Ages,Male,319.9,595
2017/18,Aberdeenshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Long Stay,0-17 years,Female,0,0
2017/18,Aberdeenshire,Long Stay,0-17 years,Male,0,0
2017/18,Aberdeenshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Long Stay,18-64 years,Female,53.8,100
2017/18,Aberdeenshire,Long Stay,18-64 years,Male,64.5,120
2017/18,Aberdeenshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Long Stay,65-74 years,Female,51.1,95
2017/18,Aberdeenshire,Long Stay,65-74 years,Male,48.4,90
2017/18,Aberdeenshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Long Stay,75-84 years,Female,193.5,360
2017/18,Aberdeenshire,Long Stay,75-84 years,Male,102.2,190
2017/18,Aberdeenshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Long Stay,85+ years,Female,379,705
2017/18,Aberdeenshire,Long Stay,85+ years,Male,107.5,200
2017/18,Aberdeenshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2017/18,Aberdeenshire,Long Stay,Unknown,Female,0,0
2017/18,Aberdeenshire,Long Stay,Unknown,Male,0,0
2017/18,Aberdeenshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,All Stays,All Ages,Female,631.5,1705
2018/19,Aberdeenshire,All Stays,All Ages,Male,368.5,995
2018/19,Aberdeenshire,All Stays,All Ages,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,All Stays,0-17 years,Female,0,0
2018/19,Aberdeenshire,All Stays,0-17 years,Male,0,0
2018/19,Aberdeenshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,All Stays,18-64 years,Female,51.9,140
2018/19,Aberdeenshire,All Stays,18-64 years,Male,64.8,175
2018/19,Aberdeenshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,All Stays,65-74 years,Female,51.9,140
2018/19,Aberdeenshire,All Stays,65-74 years,Male,48.1,130
2018/19,Aberdeenshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,All Stays,75-84 years,Female,174.1,470
2018/19,Aberdeenshire,All Stays,75-84 years,Male,122.2,330
2018/19,Aberdeenshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,All Stays,85+ years,Female,353.7,955
2018/19,Aberdeenshire,All Stays,85+ years,Male,133.3,360
2018/19,Aberdeenshire,All Stays,85+ years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,All Stays,Unknown,Female,0,0
2018/19,Aberdeenshire,All Stays,Unknown,Male,0,0
2018/19,Aberdeenshire,All Stays,Unknown,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Short Stay / Respite,All Ages,Female,525.2,365
2018/19,Aberdeenshire,Short Stay / Respite,All Ages,Male,467.6,325
2018/19,Aberdeenshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Short Stay / Respite,0-17 years,Female,0,0
2018/19,Aberdeenshire,Short Stay / Respite,0-17 years,Male,0,0
2018/19,Aberdeenshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Short Stay / Respite,18-64 years,Female,64.7,45
2018/19,Aberdeenshire,Short Stay / Respite,18-64 years,Male,79.1,55
2018/19,Aberdeenshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Short Stay / Respite,65-74 years,Female,43.2,30
2018/19,Aberdeenshire,Short Stay / Respite,65-74 years,Male,57.6,40
2018/19,Aberdeenshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Short Stay / Respite,75-84 years,Female,158.3,110
2018/19,Aberdeenshire,Short Stay / Respite,75-84 years,Male,179.9,125
2018/19,Aberdeenshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Short Stay / Respite,85+ years,Female,259,180
2018/19,Aberdeenshire,Short Stay / Respite,85+ years,Male,158.3,110
2018/19,Aberdeenshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Short Stay / Respite,Unknown,Female,0,0
2018/19,Aberdeenshire,Short Stay / Respite,Unknown,Male,0,0
2018/19,Aberdeenshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Long Stay,All Ages,Female,659.3,1490
2018/19,Aberdeenshire,Long Stay,All Ages,Male,340.7,770
2018/19,Aberdeenshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Long Stay,0-17 years,Female,0,0
2018/19,Aberdeenshire,Long Stay,0-17 years,Male,0,0
2018/19,Aberdeenshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Long Stay,18-64 years,Female,48.7,110
2018/19,Aberdeenshire,Long Stay,18-64 years,Male,55.3,125
2018/19,Aberdeenshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Long Stay,65-74 years,Female,55.3,125
2018/19,Aberdeenshire,Long Stay,65-74 years,Male,44.2,100
2018/19,Aberdeenshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Long Stay,75-84 years,Female,177,400
2018/19,Aberdeenshire,Long Stay,75-84 years,Male,110.6,250
2018/19,Aberdeenshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Long Stay,85+ years,Female,378.3,855
2018/19,Aberdeenshire,Long Stay,85+ years,Male,130.5,295
2018/19,Aberdeenshire,Long Stay,85+ years,Not Known / Unspecified,0,0
2018/19,Aberdeenshire,Long Stay,Unknown,Female,0,0
2018/19,Aberdeenshire,Long Stay,Unknown,Male,0,0
2018/19,Aberdeenshire,Long Stay,Unknown,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,All Stays,All Ages,Female,626.8,1755
2019/20,Aberdeenshire,All Stays,All Ages,Male,375,1050
2019/20,Aberdeenshire,All Stays,All Ages,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,All Stays,0-17 years,Female,0,0
2019/20,Aberdeenshire,All Stays,0-17 years,Male,0,0
2019/20,Aberdeenshire,All Stays,0-17 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,All Stays,18-64 years,Female,53.6,150
2019/20,Aberdeenshire,All Stays,18-64 years,Male,69.6,195
2019/20,Aberdeenshire,All Stays,18-64 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,All Stays,65-74 years,Female,53.6,150
2019/20,Aberdeenshire,All Stays,65-74 years,Male,48.2,135
2019/20,Aberdeenshire,All Stays,65-74 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,All Stays,75-84 years,Female,173.2,485
2019/20,Aberdeenshire,All Stays,75-84 years,Male,117.9,330
2019/20,Aberdeenshire,All Stays,75-84 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,All Stays,85+ years,Female,346.4,970
2019/20,Aberdeenshire,All Stays,85+ years,Male,137.5,385
2019/20,Aberdeenshire,All Stays,85+ years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,All Stays,Unknown,Female,0,0
2019/20,Aberdeenshire,All Stays,Unknown,Male,0,0
2019/20,Aberdeenshire,All Stays,Unknown,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Short Stay / Respite,All Ages,Female,537.9,355
2019/20,Aberdeenshire,Short Stay / Respite,All Ages,Male,469.7,310
2019/20,Aberdeenshire,Short Stay / Respite,All Ages,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Short Stay / Respite,0-17 years,Female,0,0
2019/20,Aberdeenshire,Short Stay / Respite,0-17 years,Male,0,0
2019/20,Aberdeenshire,Short Stay / Respite,0-17 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Short Stay / Respite,18-64 years,Female,60.6,40
2019/20,Aberdeenshire,Short Stay / Respite,18-64 years,Male,113.6,75
2019/20,Aberdeenshire,Short Stay / Respite,18-64 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Short Stay / Respite,65-74 years,Female,45.5,30
2019/20,Aberdeenshire,Short Stay / Respite,65-74 years,Male,45.5,30
2019/20,Aberdeenshire,Short Stay / Respite,65-74 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Short Stay / Respite,75-84 years,Female,159.1,105
2019/20,Aberdeenshire,Short Stay / Respite,75-84 years,Male,151.5,100
2019/20,Aberdeenshire,Short Stay / Respite,75-84 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Short Stay / Respite,85+ years,Female,272.7,180
2019/20,Aberdeenshire,Short Stay / Respite,85+ years,Male,151.5,100
2019/20,Aberdeenshire,Short Stay / Respite,85+ years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Short Stay / Respite,Unknown,Female,0,0
2019/20,Aberdeenshire,Short Stay / Respite,Unknown,Male,0,0
2019/20,Aberdeenshire,Short Stay / Respite,Unknown,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Long Stay,All Ages,Female,650.4,1535
2019/20,Aberdeenshire,Long Stay,All Ages,Male,349.6,825
2019/20,Aberdeenshire,Long Stay,All Ages,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Long Stay,0-17 years,Female,0,0
2019/20,Aberdeenshire,Long Stay,0-17 years,Male,0,0
2019/20,Aberdeenshire,Long Stay,0-17 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Long Stay,18-64 years,Female,46.6,110
2019/20,Aberdeenshire,Long Stay,18-64 years,Male,57.2,135
2019/20,Aberdeenshire,Long Stay,18-64 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Long Stay,65-74 years,Female,53,125
2019/20,Aberdeenshire,Long Stay,65-74 years,Male,46.6,110
2019/20,Aberdeenshire,Long Stay,65-74 years,Not Known / Unspecified,0,0
2019/20,Aberdeenshire,Long Stay,75-84 years,Female,178,420
2019/20,Aberdeenshire,Long Stay,75-84 years,Male,110.2,260
2019/20,Aberdeenshire,Long Stay,75-84 years,Not Known / Unspecified,0,0
