time_period,financial_quarter,sending_location,age_group,measure,value
Census Week,2014/15,East Dunbartonshire,All Ages,Number of People,1345
Census Week,2014/15,East Dunbartonshire,All Ages,Number of Hours,19735
Census Week,2014/15,East Lothian,All Ages,"Rate per 1,000 Population",15.2
Census Week,2014/15,East Lothian,All Ages,Number of People,1555
Census Week,2014/15,East Lothian,All Ages,Number of Hours,21505
Census Week,2014/15,East Renfrewshire,All Ages,"Rate per 1,000 Population",10.5
Census Week,2014/15,East Renfrewshire,All Ages,Number of People,970
Census Week,2014/15,East Renfrewshire,All Ages,Number of Hours,6145
Census Week,2014/15,Falkirk,All Ages,"Rate per 1,000 Population",15.3
Census Week,2014/15,Falkirk,All Ages,Number of People,2420
Census Week,2014/15,Falkirk,All Ages,Number of Hours,21705
Census Week,2014/15,Fife,All Ages,"Rate per 1,000 Population",9.8
Census Week,2014/15,Fife,All Ages,Number of People,3615
Census Week,2014/15,Fife,All Ages,Number of Hours,54160
Census Week,2014/15,Glasgow City,All Ages,"Rate per 1,000 Population",10.6
Census Week,2014/15,Glasgow City,All Ages,Number of People,6370
Census Week,2014/15,Glasgow City,All Ages,Number of Hours,74880
Census Week,2014/15,Highland,All Ages,"Rate per 1,000 Population",8.2
Census Week,2014/15,Highland,All Ages,Number of People,1920
Census Week,2014/15,Highland,All Ages,Number of Hours,13875
Census Week,2014/15,Inverclyde,All Ages,"Rate per 1,000 Population",15.8
Census Week,2014/15,Inverclyde,All Ages,Number of People,1260
Census Week,2014/15,Inverclyde,All Ages,Number of Hours,16720
Census Week,2014/15,Midlothian,All Ages,"Rate per 1,000 Population",9.7
Census Week,2014/15,Midlothian,All Ages,Number of People,840
Census Week,2014/15,Midlothian,All Ages,Number of Hours,10245
Census Week,2014/15,Moray,All Ages,"Rate per 1,000 Population",12.7
Census Week,2014/15,Moray,All Ages,Number of People,1200
Census Week,2014/15,Moray,All Ages,Number of Hours,12185
Census Week,2014/15,North Ayrshire,All Ages,"Rate per 1,000 Population",14.9
Census Week,2014/15,North Ayrshire,All Ages,Number of People,2030
Census Week,2014/15,North Ayrshire,All Ages,Number of Hours,25710
Census Week,2014/15,North Lanarkshire,All Ages,"Rate per 1,000 Population",10.5
Census Week,2014/15,North Lanarkshire,All Ages,Number of People,3545
Census Week,2014/15,North Lanarkshire,All Ages,Number of Hours,32005
Census Week,2014/15,Orkney Islands,All Ages,"Rate per 1,000 Population",12.5
Census Week,2014/15,Orkney Islands,All Ages,Number of People,270
Census Week,2014/15,Orkney Islands,All Ages,Number of Hours,2535
Census Week,2014/15,Perth and Kinross,All Ages,"Rate per 1,000 Population",9.2
Census Week,2014/15,Perth and Kinross,All Ages,Number of People,1365
Census Week,2014/15,Perth and Kinross,All Ages,Number of Hours,10595
Census Week,2014/15,Renfrewshire,All Ages,"Rate per 1,000 Population",13.2
Census Week,2014/15,Renfrewshire,All Ages,Number of People,2295
Census Week,2014/15,Renfrewshire,All Ages,Number of Hours,34630
Census Week,2014/15,Scottish Borders,All Ages,"Rate per 1,000 Population",11.1
Census Week,2014/15,Scottish Borders,All Ages,Number of People,1265
Census Week,2014/15,Scottish Borders,All Ages,Number of Hours,8450
Census Week,2014/15,Shetland,All Ages,"Rate per 1,000 Population",14.4
Census Week,2014/15,Shetland,All Ages,Number of People,335
Census Week,2014/15,Shetland,All Ages,Number of Hours,2570
Census Week,2014/15,South Ayrshire,All Ages,"Rate per 1,000 Population",15.3
Census Week,2014/15,South Ayrshire,All Ages,Number of People,1720
Census Week,2014/15,South Ayrshire,All Ages,Number of Hours,18430
Census Week,2014/15,South Lanarkshire,All Ages,"Rate per 1,000 Population",11
Census Week,2014/15,South Lanarkshire,All Ages,Number of People,3470
Census Week,2014/15,South Lanarkshire,All Ages,Number of Hours,42610
Census Week,2014/15,Stirling,All Ages,"Rate per 1,000 Population",13.2
Census Week,2014/15,Stirling,All Ages,Number of People,1210
Census Week,2014/15,Stirling,All Ages,Number of Hours,18895
Census Week,2014/15,West Dunbartonshire,All Ages,"Rate per 1,000 Population",15.4
Census Week,2014/15,West Dunbartonshire,All Ages,Number of People,1385
Census Week,2014/15,West Dunbartonshire,All Ages,Number of Hours,10485
Census Week,2014/15,West Lothian,All Ages,"Rate per 1,000 Population",11.3
Census Week,2014/15,West Lothian,All Ages,Number of People,2010
Census Week,2014/15,West Lothian,All Ages,Number of Hours,18835
Census Week,2015/16,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11.1
Census Week,2015/16,Scotland (Estimated),All Ages,Number of People,59775
Census Week,2015/16,Scotland (Estimated),All Ages,Number of Hours,676515
Census Week,2015/16,Aberdeen City,All Ages,"Rate per 1,000 Population",8
Census Week,2015/16,Aberdeen City,All Ages,Number of People,1840
Census Week,2015/16,Aberdeen City,All Ages,Number of Hours,19185
Census Week,2015/16,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.2
Census Week,2015/16,Aberdeenshire,All Ages,Number of People,2140
Census Week,2015/16,Aberdeenshire,All Ages,Number of Hours,17755
Census Week,2015/16,Angus,All Ages,"Rate per 1,000 Population",11.6
Census Week,2015/16,Angus,All Ages,Number of People,1360
Census Week,2015/16,Angus,All Ages,Number of Hours,10895
Census Week,2015/16,Argyll and Bute,All Ages,"Rate per 1,000 Population",12.5
Census Week,2015/16,Argyll and Bute,All Ages,Number of People,1090
Census Week,2015/16,Argyll and Bute,All Ages,Number of Hours,11320
Census Week,2015/16,City of Edinburgh,All Ages,"Rate per 1,000 Population",9.6
Census Week,2015/16,City of Edinburgh,All Ages,Number of People,4765
Census Week,2015/16,City of Edinburgh,All Ages,Number of Hours,78490
Census Week,2015/16,Clackmannanshire,All Ages,"Rate per 1,000 Population",13.5
Census Week,2015/16,Clackmannanshire,All Ages,Number of People,695
Census Week,2015/16,Clackmannanshire,All Ages,Number of Hours,8735
Census Week,2015/16,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",15.7
Census Week,2015/16,Comhairle nan Eilean Siar,All Ages,Number of People,425
Census Week,2015/16,Comhairle nan Eilean Siar,All Ages,Number of Hours,3540
Census Week,2015/16,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",16.3
Census Week,2015/16,Dumfries and Galloway,All Ages,Number of People,2440
Census Week,2015/16,Dumfries and Galloway,All Ages,Number of Hours,34000
Census Week,2015/16,Dundee City,All Ages,"Rate per 1,000 Population",12.6
Census Week,2015/16,Dundee City,All Ages,Number of People,1870
Census Week,2015/16,Dundee City,All Ages,Number of Hours,17955
Census Week,2015/16,East Ayrshire,All Ages,"Rate per 1,000 Population",15.1
Census Week,2015/16,East Ayrshire,All Ages,Number of People,1840
Census Week,2015/16,East Ayrshire,All Ages,Number of Hours,18185
Census Week,2015/16,East Dunbartonshire,All Ages,"Rate per 1,000 Population",12.4
Census Week,2015/16,East Dunbartonshire,All Ages,Number of People,1325
Census Week,2015/16,East Dunbartonshire,All Ages,Number of Hours,17905
Census Week,2015/16,East Lothian,All Ages,"Rate per 1,000 Population",14.1
Census Week,2015/16,East Lothian,All Ages,Number of People,1450
Census Week,2015/16,East Lothian,All Ages,Number of Hours,21285
Census Week,2015/16,East Renfrewshire,All Ages,"Rate per 1,000 Population",8.9
Census Week,2015/16,East Renfrewshire,All Ages,Number of People,830
Census Week,2015/16,East Renfrewshire,All Ages,Number of Hours,5980
Census Week,2015/16,Falkirk,All Ages,"Rate per 1,000 Population",15.5
Census Week,2015/16,Falkirk,All Ages,Number of People,2450
Census Week,2015/16,Falkirk,All Ages,Number of Hours,21990
Census Week,2015/16,Fife,All Ages,"Rate per 1,000 Population",10.1
Census Week,2015/16,Fife,All Ages,Number of People,3715
Census Week,2015/16,Fife,All Ages,Number of Hours,55545
Census Week,2015/16,Glasgow City,All Ages,"Rate per 1,000 Population",9.6
Census Week,2015/16,Glasgow City,All Ages,Number of People,5795
Census Week,2015/16,Glasgow City,All Ages,Number of Hours,54720
Census Week,2015/16,Highland,All Ages,"Rate per 1,000 Population",8.1
Census Week,2015/16,Highland,All Ages,Number of People,1890
Census Week,2015/16,Highland,All Ages,Number of Hours,14335
Census Week,2015/16,Inverclyde,All Ages,"Rate per 1,000 Population",15.9
Census Week,2015/16,Inverclyde,All Ages,Number of People,1265
Census Week,2015/16,Inverclyde,All Ages,Number of Hours,10175
Census Week,2015/16,Midlothian,All Ages,"Rate per 1,000 Population",11.2
Census Week,2015/16,Midlothian,All Ages,Number of People,975
Census Week,2015/16,Midlothian,All Ages,Number of Hours,9690
Census Week,2015/16,Moray,All Ages,"Rate per 1,000 Population",11.6
Census Week,2015/16,Moray,All Ages,Number of People,1110
Census Week,2015/16,Moray,All Ages,Number of Hours,11530
Census Week,2015/16,North Ayrshire,All Ages,"Rate per 1,000 Population",15.2
Census Week,2015/16,North Ayrshire,All Ages,Number of People,2075
Census Week,2015/16,North Ayrshire,All Ages,Number of Hours,28240
Census Week,2015/16,North Lanarkshire,All Ages,"Rate per 1,000 Population",10.4
Census Week,2015/16,North Lanarkshire,All Ages,Number of People,3530
Census Week,2015/16,North Lanarkshire,All Ages,Number of Hours,30960
Census Week,2015/16,Orkney Islands,All Ages,"Rate per 1,000 Population",8.3
Census Week,2015/16,Orkney Islands,All Ages,Number of People,180
Census Week,2015/16,Orkney Islands,All Ages,Number of Hours,1230
Census Week,2015/16,Perth and Kinross,All Ages,"Rate per 1,000 Population",10.8
Census Week,2015/16,Perth and Kinross,All Ages,Number of People,1615
Census Week,2015/16,Perth and Kinross,All Ages,Number of Hours,20955
Census Week,2015/16,Renfrewshire,All Ages,"Rate per 1,000 Population",13.1
Census Week,2015/16,Renfrewshire,All Ages,Number of People,2295
Census Week,2015/16,Renfrewshire,All Ages,Number of Hours,32875
Census Week,2015/16,Scottish Borders,All Ages,"Rate per 1,000 Population",11.1
Census Week,2015/16,Scottish Borders,All Ages,Number of People,1265
Census Week,2015/16,Scottish Borders,All Ages,Number of Hours,8410
Census Week,2015/16,Shetland,All Ages,"Rate per 1,000 Population",13.4
Census Week,2015/16,Shetland,All Ages,Number of People,310
Census Week,2015/16,Shetland,All Ages,Number of Hours,2505
Census Week,2015/16,South Ayrshire,All Ages,"Rate per 1,000 Population",14.5
Census Week,2015/16,South Ayrshire,All Ages,Number of People,1625
Census Week,2015/16,South Ayrshire,All Ages,Number of Hours,17995
Census Week,2015/16,South Lanarkshire,All Ages,"Rate per 1,000 Population",10.9
Census Week,2015/16,South Lanarkshire,All Ages,Number of People,3435
Census Week,2015/16,South Lanarkshire,All Ages,Number of Hours,43555
Census Week,2015/16,Stirling,All Ages,"Rate per 1,000 Population",12.8
Census Week,2015/16,Stirling,All Ages,Number of People,1185
Census Week,2015/16,Stirling,All Ages,Number of Hours,18825
Census Week,2015/16,West Dunbartonshire,All Ages,"Rate per 1,000 Population",16
Census Week,2015/16,West Dunbartonshire,All Ages,Number of People,1430
Census Week,2015/16,West Dunbartonshire,All Ages,Number of Hours,9825
Census Week,2015/16,West Lothian,All Ages,"Rate per 1,000 Population",8.7
Census Week,2015/16,West Lothian,All Ages,Number of People,1560
Census Week,2015/16,West Lothian,All Ages,Number of Hours,17930
Census Week,2016/17,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11
Census Week,2016/17,Scotland (Estimated),All Ages,Number of People,59640
Census Week,2016/17,Scotland (Estimated),All Ages,Number of Hours,696620
Census Week,2016/17,Aberdeen City,All Ages,"Rate per 1,000 Population",7.7
Census Week,2016/17,Aberdeen City,All Ages,Number of People,1780
Census Week,2016/17,Aberdeen City,All Ages,Number of Hours,22585
Census Week,2016/17,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.8
Census Week,2016/17,Aberdeenshire,All Ages,Number of People,2295
Census Week,2016/17,Aberdeenshire,All Ages,Number of Hours,20920
Census Week,2016/17,Angus,All Ages,"Rate per 1,000 Population",11.7
Census Week,2016/17,Angus,All Ages,Number of People,1360
Census Week,2016/17,Angus,All Ages,Number of Hours,10895
Census Week,2016/17,Argyll and Bute,All Ages,"Rate per 1,000 Population",12.3
Census Week,2016/17,Argyll and Bute,All Ages,Number of People,1070
Census Week,2016/17,Argyll and Bute,All Ages,Number of Hours,10480
Census Week,2016/17,City of Edinburgh,All Ages,"Rate per 1,000 Population",8.9
Census Week,2016/17,City of Edinburgh,All Ages,Number of People,4525
Census Week,2016/17,City of Edinburgh,All Ages,Number of Hours,75065
Census Week,2016/17,Clackmannanshire,All Ages,"Rate per 1,000 Population",13
Census Week,2016/17,Clackmannanshire,All Ages,Number of People,665
Census Week,2016/17,Clackmannanshire,All Ages,Number of Hours,8545
Census Week,2016/17,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",14.7
Census Week,2016/17,Comhairle nan Eilean Siar,All Ages,Number of People,395
Census Week,2016/17,Comhairle nan Eilean Siar,All Ages,Number of Hours,2645
Census Week,2016/17,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",15.8
Census Week,2016/17,Dumfries and Galloway,All Ages,Number of People,2365
Census Week,2016/17,Dumfries and Galloway,All Ages,Number of Hours,42445
Census Week,2016/17,Dundee City,All Ages,"Rate per 1,000 Population",12.9
Census Week,2016/17,Dundee City,All Ages,Number of People,1915
Census Week,2016/17,Dundee City,All Ages,Number of Hours,20225
Census Week,2016/17,East Ayrshire,All Ages,"Rate per 1,000 Population",14.3
Census Week,2016/17,East Ayrshire,All Ages,Number of People,1745
Census Week,2016/17,East Ayrshire,All Ages,Number of Hours,17440
Census Week,2016/17,East Dunbartonshire,All Ages,"Rate per 1,000 Population",12.5
Census Week,2016/17,East Dunbartonshire,All Ages,Number of People,1345
Census Week,2016/17,East Dunbartonshire,All Ages,Number of Hours,18220
Census Week,2016/17,East Lothian,All Ages,"Rate per 1,000 Population",13.8
Census Week,2016/17,East Lothian,All Ages,Number of People,1440
Census Week,2016/17,East Lothian,All Ages,Number of Hours,22010
Census Week,2016/17,East Renfrewshire,All Ages,"Rate per 1,000 Population",11.6
Census Week,2016/17,East Renfrewshire,All Ages,Number of People,1090
Census Week,2016/17,East Renfrewshire,All Ages,Number of Hours,7825
Census Week,2016/17,Falkirk,All Ages,"Rate per 1,000 Population",15
Census Week,2016/17,Falkirk,All Ages,Number of People,2390
Census Week,2016/17,Falkirk,All Ages,Number of Hours,21750
Census Week,2016/17,Fife,All Ages,"Rate per 1,000 Population",9.9
Census Week,2016/17,Fife,All Ages,Number of People,3655
Census Week,2016/17,Fife,All Ages,Number of Hours,62615
Census Week,2016/17,Glasgow City,All Ages,"Rate per 1,000 Population",9.3
Census Week,2016/17,Glasgow City,All Ages,Number of People,5695
Census Week,2016/17,Glasgow City,All Ages,Number of Hours,52900
Census Week,2016/17,Highland,All Ages,"Rate per 1,000 Population",7.8
Census Week,2016/17,Highland,All Ages,Number of People,1820
Census Week,2016/17,Highland,All Ages,Number of Hours,13820
Census Week,2016/17,Inverclyde,All Ages,"Rate per 1,000 Population",16.1
Census Week,2016/17,Inverclyde,All Ages,Number of People,1275
Census Week,2016/17,Inverclyde,All Ages,Number of Hours,9325
Census Week,2016/17,Midlothian,All Ages,"Rate per 1,000 Population",11.6
Census Week,2016/17,Midlothian,All Ages,Number of People,1030
Census Week,2016/17,Midlothian,All Ages,Number of Hours,10690
Census Week,2016/17,Moray,All Ages,"Rate per 1,000 Population",9.8
Census Week,2016/17,Moray,All Ages,Number of People,945
Census Week,2016/17,Moray,All Ages,Number of Hours,12520
Census Week,2016/17,North Ayrshire,All Ages,"Rate per 1,000 Population",15.6
Census Week,2016/17,North Ayrshire,All Ages,Number of People,2120
Census Week,2016/17,North Ayrshire,All Ages,Number of Hours,26625
Census Week,2016/17,North Lanarkshire,All Ages,"Rate per 1,000 Population",10.4
Census Week,2016/17,North Lanarkshire,All Ages,Number of People,3540
Census Week,2016/17,North Lanarkshire,All Ages,Number of Hours,30725
Census Week,2016/17,Orkney Islands,All Ages,"Rate per 1,000 Population",9.4
Census Week,2016/17,Orkney Islands,All Ages,Number of People,205
Census Week,2016/17,Orkney Islands,All Ages,Number of Hours,1555
Census Week,2016/17,Perth and Kinross,All Ages,"Rate per 1,000 Population",11.6
Census Week,2016/17,Perth and Kinross,All Ages,Number of People,1750
Census Week,2016/17,Perth and Kinross,All Ages,Number of Hours,24270
Census Week,2016/17,Renfrewshire,All Ages,"Rate per 1,000 Population",12
Census Week,2016/17,Renfrewshire,All Ages,Number of People,2110
Census Week,2016/17,Renfrewshire,All Ages,Number of Hours,30260
Census Week,2016/17,Scottish Borders,All Ages,"Rate per 1,000 Population",10.3
Census Week,2016/17,Scottish Borders,All Ages,Number of People,1185
Census Week,2016/17,Scottish Borders,All Ages,Number of Hours,8060
Census Week,2016/17,Shetland,All Ages,"Rate per 1,000 Population",12.7
Census Week,2016/17,Shetland,All Ages,Number of People,295
Census Week,2016/17,Shetland,All Ages,Number of Hours,2520
Census Week,2016/17,South Ayrshire,All Ages,"Rate per 1,000 Population",15.4
Census Week,2016/17,South Ayrshire,All Ages,Number of People,1730
Census Week,2016/17,South Ayrshire,All Ages,Number of Hours,19065
Census Week,2016/17,South Lanarkshire,All Ages,"Rate per 1,000 Population",11.1
Census Week,2016/17,South Lanarkshire,All Ages,Number of People,3510
Census Week,2016/17,South Lanarkshire,All Ages,Number of Hours,43300
Census Week,2016/17,Stirling,All Ages,"Rate per 1,000 Population",12.8
Census Week,2016/17,Stirling,All Ages,Number of People,1200
Census Week,2016/17,Stirling,All Ages,Number of Hours,18900
Census Week,2016/17,West Dunbartonshire,All Ages,"Rate per 1,000 Population",16.5
Census Week,2016/17,West Dunbartonshire,All Ages,Number of People,1485
Census Week,2016/17,West Dunbartonshire,All Ages,Number of Hours,9295
Census Week,2016/17,West Lothian,All Ages,"Rate per 1,000 Population",9.6
Census Week,2016/17,West Lothian,All Ages,Number of People,1725
Census Week,2016/17,West Lothian,All Ages,Number of Hours,19125
Census Week,2017/18,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11.1
Census Week,2017/18,Scotland (Estimated),All Ages,Number of People,59940
Census Week,2017/18,Scotland (Estimated),All Ages,Number of Hours,702885
Census Week,2017/18,Aberdeen City,All Ages,"Rate per 1,000 Population",7.6
Census Week,2017/18,Aberdeen City,All Ages,Number of People,1750
Census Week,2017/18,Aberdeen City,All Ages,Number of Hours,25050
Census Week,2017/18,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.6
Census Week,2017/18,Aberdeenshire,All Ages,Number of People,2255
Census Week,2017/18,Aberdeenshire,All Ages,Number of Hours,18315
Census Week,2017/18,Angus,All Ages,"Rate per 1,000 Population",9.1
Census Week,2017/18,Angus,All Ages,Number of People,1060
Census Week,2017/18,Angus,All Ages,Number of Hours,7510
Census Week,2017/18,Argyll and Bute,All Ages,"Rate per 1,000 Population",14.7
Census Week,2017/18,Argyll and Bute,All Ages,Number of People,1275
Census Week,2017/18,Argyll and Bute,All Ages,Number of Hours,14065
Census Week,2017/18,City of Edinburgh,All Ages,"Rate per 1,000 Population",9.3
Census Week,2017/18,City of Edinburgh,All Ages,Number of People,4760
Census Week,2017/18,City of Edinburgh,All Ages,Number of Hours,92310
Census Week,2017/18,Clackmannanshire,All Ages,"Rate per 1,000 Population",15
Census Week,2017/18,Clackmannanshire,All Ages,Number of People,770
Census Week,2017/18,Clackmannanshire,All Ages,Number of Hours,10715
Census Week,2017/18,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",13.7
Census Week,2017/18,Comhairle nan Eilean Siar,All Ages,Number of People,370
Census Week,2017/18,Comhairle nan Eilean Siar,All Ages,Number of Hours,1730
Census Week,2017/18,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",14.4
Census Week,2017/18,Dumfries and Galloway,All Ages,Number of People,2155
Census Week,2017/18,Dumfries and Galloway,All Ages,Number of Hours,33825
Census Week,2017/18,Dundee City,All Ages,"Rate per 1,000 Population",12.7
Census Week,2017/18,Dundee City,All Ages,Number of People,1885
Census Week,2017/18,Dundee City,All Ages,Number of Hours,20580
Census Week,2017/18,East Ayrshire,All Ages,"Rate per 1,000 Population",14.8
Census Week,2017/18,East Ayrshire,All Ages,Number of People,1805
Census Week,2017/18,East Ayrshire,All Ages,Number of Hours,20435
Census Week,2017/18,East Dunbartonshire,All Ages,"Rate per 1,000 Population",12.6
Census Week,2017/18,East Dunbartonshire,All Ages,Number of People,1365
Census Week,2017/18,East Dunbartonshire,All Ages,Number of Hours,12960
Census Week,2017/18,East Lothian,All Ages,"Rate per 1,000 Population",11.5
Census Week,2017/18,East Lothian,All Ages,Number of People,1210
Census Week,2017/18,East Lothian,All Ages,Number of Hours,18985
Census Week,2017/18,East Renfrewshire,All Ages,"Rate per 1,000 Population",11.4
Census Week,2017/18,East Renfrewshire,All Ages,Number of People,1080
Census Week,2017/18,East Renfrewshire,All Ages,Number of Hours,9805
Census Week,2017/18,Falkirk,All Ages,"Rate per 1,000 Population",15.4
Census Week,2017/18,Falkirk,All Ages,Number of People,2460
Census Week,2017/18,Falkirk,All Ages,Number of Hours,24935
Census Week,2017/18,Fife,All Ages,"Rate per 1,000 Population",9.5
Census Week,2017/18,Fife,All Ages,Number of People,3520
Census Week,2017/18,Fife,All Ages,Number of Hours,56620
Census Week,2017/18,Glasgow City,All Ages,"Rate per 1,000 Population",8.6
Census Week,2017/18,Glasgow City,All Ages,Number of People,5365
Census Week,2017/18,Glasgow City,All Ages,Number of Hours,45155
Census Week,2017/18,Highland,All Ages,"Rate per 1,000 Population",8.5
Census Week,2017/18,Highland,All Ages,Number of People,1995
Census Week,2017/18,Highland,All Ages,Number of Hours,16120
Census Week,2017/18,Inverclyde,All Ages,"Rate per 1,000 Population",15.7
Census Week,2017/18,Inverclyde,All Ages,Number of People,1240
Census Week,2017/18,Inverclyde,All Ages,Number of Hours,8545
Census Week,2017/18,Midlothian,All Ages,"Rate per 1,000 Population",10.8
Census Week,2017/18,Midlothian,All Ages,Number of People,975
Census Week,2017/18,Midlothian,All Ages,Number of Hours,10690
Census Week,2017/18,Moray,All Ages,"Rate per 1,000 Population",12.4
Census Week,2017/18,Moray,All Ages,Number of People,1190
Census Week,2017/18,Moray,All Ages,Number of Hours,12520
Census Week,2017/18,North Ayrshire,All Ages,"Rate per 1,000 Population",15.6
Census Week,2017/18,North Ayrshire,All Ages,Number of People,2120
Census Week,2017/18,North Ayrshire,All Ages,Number of Hours,26625
Census Week,2017/18,North Lanarkshire,All Ages,"Rate per 1,000 Population",12
Census Week,2017/18,North Lanarkshire,All Ages,Number of People,4095
Census Week,2017/18,North Lanarkshire,All Ages,Number of Hours,34815
Census Week,2017/18,Orkney Islands,All Ages,"Rate per 1,000 Population",10
Census Week,2017/18,Orkney Islands,All Ages,Number of People,220
Census Week,2017/18,Orkney Islands,All Ages,Number of Hours,1650
Census Week,2017/18,Perth and Kinross,All Ages,"Rate per 1,000 Population",11.6
Census Week,2017/18,Perth and Kinross,All Ages,Number of People,1750
Census Week,2017/18,Perth and Kinross,All Ages,Number of Hours,27675
Census Week,2017/18,Renfrewshire,All Ages,"Rate per 1,000 Population",12.2
Census Week,2017/18,Renfrewshire,All Ages,Number of People,2155
Census Week,2017/18,Renfrewshire,All Ages,Number of Hours,33990
Census Week,2017/18,Scottish Borders,All Ages,"Rate per 1,000 Population",9.8
Census Week,2017/18,Scottish Borders,All Ages,Number of People,1125
Census Week,2017/18,Scottish Borders,All Ages,Number of Hours,7570
Census Week,2017/18,Shetland,All Ages,"Rate per 1,000 Population",14.7
Census Week,2017/18,Shetland,All Ages,Number of People,340
Census Week,2017/18,Shetland,All Ages,Number of Hours,2505
Census Week,2017/18,South Ayrshire,All Ages,"Rate per 1,000 Population",13.8
Census Week,2017/18,South Ayrshire,All Ages,Number of People,1550
Census Week,2017/18,South Ayrshire,All Ages,Number of Hours,16660
Census Week,2017/18,South Lanarkshire,All Ages,"Rate per 1,000 Population",11
Census Week,2017/18,South Lanarkshire,All Ages,Number of People,3515
Census Week,2017/18,South Lanarkshire,All Ages,Number of Hours,41740
Census Week,2017/18,Stirling,All Ages,"Rate per 1,000 Population",12.1
Census Week,2017/18,Stirling,All Ages,Number of People,1135
Census Week,2017/18,Stirling,All Ages,Number of Hours,18255
Census Week,2017/18,West Dunbartonshire,All Ages,"Rate per 1,000 Population",16.9
Census Week,2017/18,West Dunbartonshire,All Ages,Number of People,1510
Census Week,2017/18,West Dunbartonshire,All Ages,Number of Hours,9045
Census Week,2017/18,West Lothian,All Ages,"Rate per 1,000 Population",10.7
Census Week,2017/18,West Lothian,All Ages,Number of People,1940
Census Week,2017/18,West Lothian,All Ages,Number of Hours,21480
Census Week,2018/19,Scotland (Estimated),All Ages,"Rate per 1,000 Population",11
Census Week,2018/19,Scotland (Estimated),All Ages,Number of People,59875
Census Week,2018/19,Scotland (Estimated),All Ages,Number of Hours,686130
Census Week,2018/19,Aberdeen City,All Ages,"Rate per 1,000 Population",8.2
Census Week,2018/19,Aberdeen City,All Ages,Number of People,1870
Census Week,2018/19,Aberdeen City,All Ages,Number of Hours,27435
Census Week,2018/19,Aberdeenshire,All Ages,"Rate per 1,000 Population",7.7
Census Week,2018/19,Aberdeenshire,All Ages,Number of People,2025
Census Week,2018/19,Aberdeenshire,All Ages,Number of Hours,16540
Census Week,2018/19,Angus,All Ages,"Rate per 1,000 Population",9.8
Census Week,2018/19,Angus,All Ages,Number of People,1135
Census Week,2018/19,Angus,All Ages,Number of Hours,1155
Census Week,2018/19,Argyll and Bute,All Ages,"Rate per 1,000 Population",16.9
Census Week,2018/19,Argyll and Bute,All Ages,Number of People,1460
Census Week,2018/19,Argyll and Bute,All Ages,Number of Hours,21970
Census Week,2018/19,City of Edinburgh,All Ages,"Rate per 1,000 Population",9.4
Census Week,2018/19,City of Edinburgh,All Ages,Number of People,4850
Census Week,2018/19,City of Edinburgh,All Ages,Number of Hours,90820
Census Week,2018/19,Clackmannanshire,All Ages,"Rate per 1,000 Population",15.1
Census Week,2018/19,Clackmannanshire,All Ages,Number of People,775
Census Week,2018/19,Clackmannanshire,All Ages,Number of Hours,10360
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",13.2
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,Number of People,355
Census Week,2018/19,Comhairle nan Eilean Siar,All Ages,Number of Hours,1815
Census Week,2018/19,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",14.3
Census Week,2018/19,Dumfries and Galloway,All Ages,Number of People,2130
Census Week,2018/19,Dumfries and Galloway,All Ages,Number of Hours,36420
Census Week,2018/19,Dundee City,All Ages,"Rate per 1,000 Population",11.5
Census Week,2018/19,Dundee City,All Ages,Number of People,1715
Census Week,2018/19,Dundee City,All Ages,Number of Hours,17690
Census Week,2018/19,East Ayrshire,All Ages,"Rate per 1,000 Population",14.7
Census Week,2018/19,East Ayrshire,All Ages,Number of People,1785
Census Week,2018/19,East Ayrshire,All Ages,Number of Hours,14405
Census Week,2018/19,East Dunbartonshire,All Ages,"Rate per 1,000 Population",13.3
Census Week,2018/19,East Dunbartonshire,All Ages,Number of People,1440
Census Week,2018/19,East Dunbartonshire,All Ages,Number of Hours,13660
Census Week,2018/19,East Lothian,All Ages,"Rate per 1,000 Population",12.5
Census Week,2018/19,East Lothian,All Ages,Number of People,1320
Census Week,2018/19,East Lothian,All Ages,Number of Hours,20300
Census Week,2018/19,East Renfrewshire,All Ages,"Rate per 1,000 Population",11.4
Census Week,2018/19,East Renfrewshire,All Ages,Number of People,1085
Census Week,2018/19,East Renfrewshire,All Ages,Number of Hours,10165
Census Week,2018/19,Falkirk,All Ages,"Rate per 1,000 Population",11.9
Census Week,2018/19,Falkirk,All Ages,Number of People,1905
Census Week,2018/19,Falkirk,All Ages,Number of Hours,12950
Census Week,2018/19,Fife,All Ages,"Rate per 1,000 Population",9.2
