time_period,financial_quarter,sending_location,age_group,nclient,percentage,scotland_percentage
Financial Quarter,2018/19 Q1,Inverclyde,Unknown,0,0,0
Financial Quarter,2018/19 Q1,Midlothian,All Ages,930,91.2,93.6
Financial Quarter,2018/19 Q1,Midlothian,0-17 years,0,0,84.8
Financial Quarter,2018/19 Q1,Midlothian,18-64 years,160,66.7,76.7
Financial Quarter,2018/19 Q1,Midlothian,65-74 years,145,93.5,94.7
Financial Quarter,2018/19 Q1,Midlothian,75-84 years,310,100,97.7
Financial Quarter,2018/19 Q1,Midlothian,85+ years,310,100,97.7
Financial Quarter,2018/19 Q1,Midlothian,Unknown,0,0,0
Financial Quarter,2018/19 Q1,Moray,All Ages,1165,90.3,93.6
Financial Quarter,2018/19 Q1,Moray,0-17 years,5,100,84.8
Financial Quarter,2018/19 Q1,Moray,18-64 years,170,64.2,76.7
Financial Quarter,2018/19 Q1,Moray,65-74 years,165,94.3,94.7
Financial Quarter,2018/19 Q1,Moray,75-84 years,345,97.2,97.7
Financial Quarter,2018/19 Q1,Moray,85+ years,480,98,97.7
Financial Quarter,2018/19 Q1,Moray,Unknown,0,0,0
Financial Quarter,2018/19 Q1,North Ayrshire,All Ages,2225,90.8,93.6
Financial Quarter,2018/19 Q1,North Ayrshire,0-17 years,0,NA,84.8
Financial Quarter,2018/19 Q1,North Ayrshire,18-64 years,325,61.3,76.7
Financial Quarter,2018/19 Q1,North Ayrshire,65-74 years,370,94.9,94.7
Financial Quarter,2018/19 Q1,North Ayrshire,75-84 years,740,99.3,97.7
Financial Quarter,2018/19 Q1,North Ayrshire,85+ years,785,100,97.7
Financial Quarter,2018/19 Q1,North Ayrshire,Unknown,0,0,0
Financial Quarter,2018/19 Q1,North Lanarkshire,All Ages,3945,98.9,93.6
Financial Quarter,2018/19 Q1,North Lanarkshire,0-17 years,10,66.7,84.8
Financial Quarter,2018/19 Q1,North Lanarkshire,18-64 years,360,94.7,76.7
Financial Quarter,2018/19 Q1,North Lanarkshire,65-74 years,700,99.3,94.7
Financial Quarter,2018/19 Q1,North Lanarkshire,75-84 years,1505,99.3,97.7
Financial Quarter,2018/19 Q1,North Lanarkshire,85+ years,1370,99.6,97.7
Financial Quarter,2018/19 Q1,North Lanarkshire,Unknown,0,0,0
Financial Quarter,2018/19 Q1,Perth and Kinross,All Ages,1780,97,93.6
Financial Quarter,2018/19 Q1,Perth and Kinross,0-17 years,0,NA,84.8
Financial Quarter,2018/19 Q1,Perth and Kinross,18-64 years,210,80.8,76.7
Financial Quarter,2018/19 Q1,Perth and Kinross,65-74 years,245,100,94.7
Financial Quarter,2018/19 Q1,Perth and Kinross,75-84 years,555,99.1,97.7
Financial Quarter,2018/19 Q1,Perth and Kinross,85+ years,765,99.4,97.7
Financial Quarter,2018/19 Q1,Perth and Kinross,Unknown,0,0,0
Financial Quarter,2018/19 Q1,Renfrewshire,All Ages,2320,93.7,93.6
Financial Quarter,2018/19 Q1,Renfrewshire,0-17 years,0,NA,84.8
Financial Quarter,2018/19 Q1,Renfrewshire,18-64 years,375,73.5,76.7
Financial Quarter,2018/19 Q1,Renfrewshire,65-74 years,395,96.3,94.7
Financial Quarter,2018/19 Q1,Renfrewshire,75-84 years,780,99.4,97.7
Financial Quarter,2018/19 Q1,Renfrewshire,85+ years,765,99.4,97.7
Financial Quarter,2018/19 Q1,Renfrewshire,Unknown,0,0,0
Financial Quarter,2018/19 Q1,Scottish Borders,All Ages,1230,88.2,93.6
Financial Quarter,2018/19 Q1,Scottish Borders,0-17 years,0,0,84.8
Financial Quarter,2018/19 Q1,Scottish Borders,18-64 years,90,78.3,76.7
Financial Quarter,2018/19 Q1,Scottish Borders,65-74 years,155,86.1,94.7
Financial Quarter,2018/19 Q1,Scottish Borders,75-84 years,385,88.5,97.7
Financial Quarter,2018/19 Q1,Scottish Borders,85+ years,605,91,97.7
Financial Quarter,2018/19 Q1,Scottish Borders,Unknown,0,0,0
Financial Quarter,2018/19 Q1,Shetland,All Ages,280,74.7,93.6
Financial Quarter,2018/19 Q1,Shetland,0-17 years,0,0,84.8
Financial Quarter,2018/19 Q1,Shetland,18-64 years,65,81.2,76.7
Financial Quarter,2018/19 Q1,Shetland,65-74 years,40,66.7,94.7
Financial Quarter,2018/19 Q1,Shetland,75-84 years,70,66.7,97.7
Financial Quarter,2018/19 Q1,Shetland,85+ years,110,81.5,97.7
Financial Quarter,2018/19 Q1,Shetland,Unknown,0,0,0
Financial Quarter,2018/19 Q1,South Ayrshire,All Ages,1915,100,93.6
Financial Quarter,2018/19 Q1,South Ayrshire,0-17 years,0,0,84.8
Financial Quarter,2018/19 Q1,South Ayrshire,18-64 years,380,100,76.7
Financial Quarter,2018/19 Q1,South Ayrshire,65-74 years,295,100,94.7
Financial Quarter,2018/19 Q1,South Ayrshire,75-84 years,565,100,97.7
Financial Quarter,2018/19 Q1,South Ayrshire,85+ years,670,100,97.7
Financial Quarter,2018/19 Q1,South Ayrshire,Unknown,0,0,0
Financial Quarter,2018/19 Q1,South Lanarkshire,All Ages,3945,95.4,93.6
Financial Quarter,2018/19 Q1,South Lanarkshire,0-17 years,25,83.3,84.8
Financial Quarter,2018/19 Q1,South Lanarkshire,18-64 years,475,76.6,76.7
Financial Quarter,2018/19 Q1,South Lanarkshire,65-74 years,555,96.5,94.7
Financial Quarter,2018/19 Q1,South Lanarkshire,75-84 years,1330,99.3,97.7
Financial Quarter,2018/19 Q1,South Lanarkshire,85+ years,1560,99.4,97.7
Financial Quarter,2018/19 Q1,South Lanarkshire,Unknown,0,0,0
Financial Quarter,2018/19 Q1,Stirling,All Ages,1205,85.5,93.6
Financial Quarter,2018/19 Q1,Stirling,0-17 years,0,0,84.8
Financial Quarter,2018/19 Q1,Stirling,18-64 years,225,55.6,76.7
Financial Quarter,2018/19 Q1,Stirling,65-74 years,155,88.6,94.7
Financial Quarter,2018/19 Q1,Stirling,75-84 years,375,98.7,97.7
Financial Quarter,2018/19 Q1,Stirling,85+ years,450,100,97.7
Financial Quarter,2018/19 Q1,Stirling,Unknown,0,0,0
Financial Quarter,2018/19 Q1,West Dunbartonshire,All Ages,1535,91.9,93.6
Financial Quarter,2018/19 Q1,West Dunbartonshire,0-17 years,0,0,84.8
Financial Quarter,2018/19 Q1,West Dunbartonshire,18-64 years,160,86.5,76.7
Financial Quarter,2018/19 Q1,West Dunbartonshire,65-74 years,285,89.1,94.7
Financial Quarter,2018/19 Q1,West Dunbartonshire,75-84 years,530,91.4,97.7
Financial Quarter,2018/19 Q1,West Dunbartonshire,85+ years,555,94.9,97.7
Financial Quarter,2018/19 Q1,West Dunbartonshire,Unknown,0,0,0
Financial Quarter,2018/19 Q1,West Lothian,All Ages,2175,99.8,93.6
Financial Quarter,2018/19 Q1,West Lothian,0-17 years,5,100,84.8
Financial Quarter,2018/19 Q1,West Lothian,18-64 years,615,99.2,76.7
Financial Quarter,2018/19 Q1,West Lothian,65-74 years,375,100,94.7
Financial Quarter,2018/19 Q1,West Lothian,75-84 years,645,99.2,97.7
Financial Quarter,2018/19 Q1,West Lothian,85+ years,535,100,97.7
Financial Quarter,2018/19 Q1,West Lothian,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Scotland (All Areas Submitted),All Ages,62020,93.7,93.7
Financial Quarter,2018/19 Q2,Scotland (All Areas Submitted),0-17 years,145,85.3,85.3
Financial Quarter,2018/19 Q2,Scotland (All Areas Submitted),18-64 years,8710,76.9,76.9
Financial Quarter,2018/19 Q2,Scotland (All Areas Submitted),65-74 years,9450,94.8,94.8
Financial Quarter,2018/19 Q2,Scotland (All Areas Submitted),75-84 years,20540,97.6,97.6
Financial Quarter,2018/19 Q2,Scotland (All Areas Submitted),85+ years,23180,97.8,97.8
Financial Quarter,2018/19 Q2,Scotland (All Areas Submitted),Unknown,0,0,0
Financial Quarter,2018/19 Q2,Aberdeen City,All Ages,2110,99.8,93.7
Financial Quarter,2018/19 Q2,Aberdeen City,0-17 years,5,100,85.3
Financial Quarter,2018/19 Q2,Aberdeen City,18-64 years,360,98.6,76.9
Financial Quarter,2018/19 Q2,Aberdeen City,65-74 years,285,98.3,94.8
Financial Quarter,2018/19 Q2,Aberdeen City,75-84 years,600,100,97.6
Financial Quarter,2018/19 Q2,Aberdeen City,85+ years,855,100,97.8
Financial Quarter,2018/19 Q2,Aberdeen City,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Aberdeenshire,All Ages,1930,85.4,93.7
Financial Quarter,2018/19 Q2,Aberdeenshire,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Aberdeenshire,18-64 years,0,0,76.9
Financial Quarter,2018/19 Q2,Aberdeenshire,65-74 years,305,93.8,94.8
Financial Quarter,2018/19 Q2,Aberdeenshire,75-84 years,725,96.7,97.6
Financial Quarter,2018/19 Q2,Aberdeenshire,85+ years,905,98.9,97.8
Financial Quarter,2018/19 Q2,Aberdeenshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Angus,All Ages,1180,91.8,93.7
Financial Quarter,2018/19 Q2,Angus,0-17 years,5,100,85.3
Financial Quarter,2018/19 Q2,Angus,18-64 years,235,81,76.9
Financial Quarter,2018/19 Q2,Angus,65-74 years,165,89.2,94.8
Financial Quarter,2018/19 Q2,Angus,75-84 years,330,97.1,97.6
Financial Quarter,2018/19 Q2,Angus,85+ years,445,94.7,97.8
Financial Quarter,2018/19 Q2,Angus,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Argyll and Bute,All Ages,1450,91.5,93.7
Financial Quarter,2018/19 Q2,Argyll and Bute,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Argyll and Bute,18-64 years,205,63.1,76.9
Financial Quarter,2018/19 Q2,Argyll and Bute,65-74 years,200,95.2,94.8
Financial Quarter,2018/19 Q2,Argyll and Bute,75-84 years,455,98.9,97.6
Financial Quarter,2018/19 Q2,Argyll and Bute,85+ years,590,100,97.8
Financial Quarter,2018/19 Q2,Argyll and Bute,Unknown,0,0,0
Financial Quarter,2018/19 Q2,City of Edinburgh,All Ages,4340,83.1,93.7
Financial Quarter,2018/19 Q2,City of Edinburgh,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,City of Edinburgh,18-64 years,1045,63.5,76.9
Financial Quarter,2018/19 Q2,City of Edinburgh,65-74 years,575,86.5,94.8
Financial Quarter,2018/19 Q2,City of Edinburgh,75-84 years,1140,93.8,97.6
Financial Quarter,2018/19 Q2,City of Edinburgh,85+ years,1580,92.9,97.8
Financial Quarter,2018/19 Q2,City of Edinburgh,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Clackmannanshire,All Ages,745,89.8,93.7
Financial Quarter,2018/19 Q2,Clackmannanshire,0-17 years,0,NA,85.3
Financial Quarter,2018/19 Q2,Clackmannanshire,18-64 years,120,60,76.9
Financial Quarter,2018/19 Q2,Clackmannanshire,65-74 years,140,100,94.8
Financial Quarter,2018/19 Q2,Clackmannanshire,75-84 years,240,100,97.6
Financial Quarter,2018/19 Q2,Clackmannanshire,85+ years,245,100,97.8
Financial Quarter,2018/19 Q2,Clackmannanshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Comhairle nan Eilean Siar,All Ages,390,100,93.7
Financial Quarter,2018/19 Q2,Comhairle nan Eilean Siar,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Comhairle nan Eilean Siar,18-64 years,30,100,76.9
Financial Quarter,2018/19 Q2,Comhairle nan Eilean Siar,65-74 years,50,100,94.8
Financial Quarter,2018/19 Q2,Comhairle nan Eilean Siar,75-84 years,115,100,97.6
Financial Quarter,2018/19 Q2,Comhairle nan Eilean Siar,85+ years,190,100,97.8
Financial Quarter,2018/19 Q2,Comhairle nan Eilean Siar,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Dumfries and Galloway,All Ages,2210,93.8,93.7
Financial Quarter,2018/19 Q2,Dumfries and Galloway,0-17 years,5,100,85.3
Financial Quarter,2018/19 Q2,Dumfries and Galloway,18-64 years,435,77.7,76.9
Financial Quarter,2018/19 Q2,Dumfries and Galloway,65-74 years,335,94.4,94.8
Financial Quarter,2018/19 Q2,Dumfries and Galloway,75-84 years,650,100,97.6
Financial Quarter,2018/19 Q2,Dumfries and Galloway,85+ years,780,99.4,97.8
Financial Quarter,2018/19 Q2,Dumfries and Galloway,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Dundee City,All Ages,1680,85.9,93.7
Financial Quarter,2018/19 Q2,Dundee City,0-17 years,0,NA,85.3
Financial Quarter,2018/19 Q2,Dundee City,18-64 years,155,73.8,76.9
Financial Quarter,2018/19 Q2,Dundee City,65-74 years,270,81.8,94.8
Financial Quarter,2018/19 Q2,Dundee City,75-84 years,575,86.5,97.6
Financial Quarter,2018/19 Q2,Dundee City,85+ years,675,90,97.8
Financial Quarter,2018/19 Q2,Dundee City,Unknown,0,0,0
Financial Quarter,2018/19 Q2,East Ayrshire,All Ages,1910,99.2,93.7
Financial Quarter,2018/19 Q2,East Ayrshire,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,East Ayrshire,18-64 years,250,94.3,76.9
Financial Quarter,2018/19 Q2,East Ayrshire,65-74 years,295,98.3,94.8
Financial Quarter,2018/19 Q2,East Ayrshire,75-84 years,710,100,97.6
Financial Quarter,2018/19 Q2,East Ayrshire,85+ years,655,100,97.8
Financial Quarter,2018/19 Q2,East Ayrshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,East Dunbartonshire,All Ages,1600,100,93.7
Financial Quarter,2018/19 Q2,East Dunbartonshire,0-17 years,30,100,85.3
Financial Quarter,2018/19 Q2,East Dunbartonshire,18-64 years,120,100,76.9
Financial Quarter,2018/19 Q2,East Dunbartonshire,65-74 years,170,100,94.8
Financial Quarter,2018/19 Q2,East Dunbartonshire,75-84 years,600,100,97.6
Financial Quarter,2018/19 Q2,East Dunbartonshire,85+ years,680,100,97.8
Financial Quarter,2018/19 Q2,East Dunbartonshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,East Lothian,All Ages,1215,82.7,93.7
Financial Quarter,2018/19 Q2,East Lothian,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,East Lothian,18-64 years,160,41.6,76.9
Financial Quarter,2018/19 Q2,East Lothian,65-74 years,165,89.2,94.8
Financial Quarter,2018/19 Q2,East Lothian,75-84 years,405,98.8,97.6
Financial Quarter,2018/19 Q2,East Lothian,85+ years,480,100,97.8
Financial Quarter,2018/19 Q2,East Lothian,Unknown,0,0,0
Financial Quarter,2018/19 Q2,East Renfrewshire,All Ages,910,87.5,93.7
Financial Quarter,2018/19 Q2,East Renfrewshire,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,East Renfrewshire,18-64 years,65,56.5,76.9
Financial Quarter,2018/19 Q2,East Renfrewshire,65-74 years,110,81.5,94.8
Financial Quarter,2018/19 Q2,East Renfrewshire,75-84 years,305,93.8,97.6
Financial Quarter,2018/19 Q2,East Renfrewshire,85+ years,430,92.5,97.8
Financial Quarter,2018/19 Q2,East Renfrewshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Falkirk,All Ages,2020,99,93.7
Financial Quarter,2018/19 Q2,Falkirk,0-17 years,15,100,85.3
Financial Quarter,2018/19 Q2,Falkirk,18-64 years,205,100,76.9
Financial Quarter,2018/19 Q2,Falkirk,65-74 years,300,98.4,94.8
Financial Quarter,2018/19 Q2,Falkirk,75-84 years,730,99.3,97.6
Financial Quarter,2018/19 Q2,Falkirk,85+ years,770,98.7,97.8
Financial Quarter,2018/19 Q2,Falkirk,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Fife,All Ages,4415,99.2,93.7
Financial Quarter,2018/19 Q2,Fife,0-17 years,20,100,85.3
Financial Quarter,2018/19 Q2,Fife,18-64 years,1100,96.9,76.9
Financial Quarter,2018/19 Q2,Fife,65-74 years,640,100,94.8
Financial Quarter,2018/19 Q2,Fife,75-84 years,1180,100,97.6
Financial Quarter,2018/19 Q2,Fife,85+ years,1475,99.7,97.8
Financial Quarter,2018/19 Q2,Fife,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Glasgow City,All Ages,6150,96.5,93.7
Financial Quarter,2018/19 Q2,Glasgow City,0-17 years,10,66.7,85.3
Financial Quarter,2018/19 Q2,Glasgow City,18-64 years,345,94.5,76.9
Financial Quarter,2018/19 Q2,Glasgow City,65-74 years,1020,95.3,94.8
Financial Quarter,2018/19 Q2,Glasgow City,75-84 years,2395,97.2,97.6
Financial Quarter,2018/19 Q2,Glasgow City,85+ years,2380,96.9,97.8
Financial Quarter,2018/19 Q2,Glasgow City,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Highland,All Ages,2090,99.8,93.7
Financial Quarter,2018/19 Q2,Highland,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Highland,18-64 years,210,100,76.9
Financial Quarter,2018/19 Q2,Highland,65-74 years,300,100,94.8
Financial Quarter,2018/19 Q2,Highland,75-84 years,695,100,97.6
Financial Quarter,2018/19 Q2,Highland,85+ years,890,100,97.8
Financial Quarter,2018/19 Q2,Highland,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Inverclyde,All Ages,1355,98.9,93.7
Financial Quarter,2018/19 Q2,Inverclyde,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Inverclyde,18-64 years,140,96.6,76.9
Financial Quarter,2018/19 Q2,Inverclyde,65-74 years,240,98,94.8
Financial Quarter,2018/19 Q2,Inverclyde,75-84 years,490,99,97.6
Financial Quarter,2018/19 Q2,Inverclyde,85+ years,485,100,97.8
Financial Quarter,2018/19 Q2,Inverclyde,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Midlothian,All Ages,945,90.9,93.7
Financial Quarter,2018/19 Q2,Midlothian,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Midlothian,18-64 years,195,70.9,76.9
Financial Quarter,2018/19 Q2,Midlothian,65-74 years,145,93.5,94.8
Financial Quarter,2018/19 Q2,Midlothian,75-84 years,310,100,97.6
Financial Quarter,2018/19 Q2,Midlothian,85+ years,295,100,97.8
Financial Quarter,2018/19 Q2,Midlothian,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Moray,All Ages,1025,87.6,93.7
Financial Quarter,2018/19 Q2,Moray,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Moray,18-64 years,120,53.3,76.9
Financial Quarter,2018/19 Q2,Moray,65-74 years,145,93.5,94.8
Financial Quarter,2018/19 Q2,Moray,75-84 years,325,95.6,97.6
Financial Quarter,2018/19 Q2,Moray,85+ years,435,96.7,97.8
Financial Quarter,2018/19 Q2,Moray,Unknown,0,0,0
Financial Quarter,2018/19 Q2,North Ayrshire,All Ages,2280,90.8,93.7
Financial Quarter,2018/19 Q2,North Ayrshire,0-17 years,5,100,85.3
Financial Quarter,2018/19 Q2,North Ayrshire,18-64 years,335,62,76.9
Financial Quarter,2018/19 Q2,North Ayrshire,65-74 years,395,95.2,94.8
Financial Quarter,2018/19 Q2,North Ayrshire,75-84 years,765,99.4,97.6
Financial Quarter,2018/19 Q2,North Ayrshire,85+ years,780,100,97.8
Financial Quarter,2018/19 Q2,North Ayrshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,North Lanarkshire,All Ages,3965,99,93.7
Financial Quarter,2018/19 Q2,North Lanarkshire,0-17 years,15,100,85.3
Financial Quarter,2018/19 Q2,North Lanarkshire,18-64 years,360,94.7,76.9
Financial Quarter,2018/19 Q2,North Lanarkshire,65-74 years,720,99.3,94.8
Financial Quarter,2018/19 Q2,North Lanarkshire,75-84 years,1520,99.7,97.6
Financial Quarter,2018/19 Q2,North Lanarkshire,85+ years,1350,99.6,97.8
Financial Quarter,2018/19 Q2,North Lanarkshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Perth and Kinross,All Ages,1760,97,93.7
Financial Quarter,2018/19 Q2,Perth and Kinross,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Perth and Kinross,18-64 years,225,81.8,76.9
Financial Quarter,2018/19 Q2,Perth and Kinross,65-74 years,235,100,94.8
Financial Quarter,2018/19 Q2,Perth and Kinross,75-84 years,565,100,97.6
Financial Quarter,2018/19 Q2,Perth and Kinross,85+ years,735,100,97.8
Financial Quarter,2018/19 Q2,Perth and Kinross,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Renfrewshire,All Ages,2275,93.8,93.7
Financial Quarter,2018/19 Q2,Renfrewshire,0-17 years,0,NA,85.3
Financial Quarter,2018/19 Q2,Renfrewshire,18-64 years,390,75,76.9
Financial Quarter,2018/19 Q2,Renfrewshire,65-74 years,400,95.2,94.8
Financial Quarter,2018/19 Q2,Renfrewshire,75-84 years,750,100,97.6
Financial Quarter,2018/19 Q2,Renfrewshire,85+ years,735,100,97.8
Financial Quarter,2018/19 Q2,Renfrewshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Scottish Borders,All Ages,1175,84.5,93.7
Financial Quarter,2018/19 Q2,Scottish Borders,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Scottish Borders,18-64 years,90,72,76.9
Financial Quarter,2018/19 Q2,Scottish Borders,65-74 years,145,80.6,94.8
Financial Quarter,2018/19 Q2,Scottish Borders,75-84 years,380,84.4,97.6
Financial Quarter,2018/19 Q2,Scottish Borders,85+ years,565,89,97.8
Financial Quarter,2018/19 Q2,Scottish Borders,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Shetland,All Ages,300,77.9,93.7
Financial Quarter,2018/19 Q2,Shetland,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Shetland,18-64 years,70,87.5,76.9
Financial Quarter,2018/19 Q2,Shetland,65-74 years,40,72.7,94.8
Financial Quarter,2018/19 Q2,Shetland,75-84 years,80,69.6,97.6
Financial Quarter,2018/19 Q2,Shetland,85+ years,110,81.5,97.8
Financial Quarter,2018/19 Q2,Shetland,Unknown,0,0,0
Financial Quarter,2018/19 Q2,South Ayrshire,All Ages,1990,100,93.7
Financial Quarter,2018/19 Q2,South Ayrshire,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,South Ayrshire,18-64 years,415,100,76.9
Financial Quarter,2018/19 Q2,South Ayrshire,65-74 years,305,100,94.8
Financial Quarter,2018/19 Q2,South Ayrshire,75-84 years,595,100,97.6
Financial Quarter,2018/19 Q2,South Ayrshire,85+ years,675,100,97.8
Financial Quarter,2018/19 Q2,South Ayrshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,South Lanarkshire,All Ages,4025,95.5,93.7
Financial Quarter,2018/19 Q2,South Lanarkshire,0-17 years,25,71.4,85.3
Financial Quarter,2018/19 Q2,South Lanarkshire,18-64 years,485,77,76.9
Financial Quarter,2018/19 Q2,South Lanarkshire,65-74 years,590,96.7,94.8
Financial Quarter,2018/19 Q2,South Lanarkshire,75-84 years,1375,99.3,97.6
Financial Quarter,2018/19 Q2,South Lanarkshire,85+ years,1550,99.7,97.8
Financial Quarter,2018/19 Q2,South Lanarkshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,Stirling,All Ages,1220,85,93.7
Financial Quarter,2018/19 Q2,Stirling,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,Stirling,18-64 years,220,54.3,76.9
Financial Quarter,2018/19 Q2,Stirling,65-74 years,145,87.9,94.8
Financial Quarter,2018/19 Q2,Stirling,75-84 years,395,98.8,97.6
Financial Quarter,2018/19 Q2,Stirling,85+ years,460,98.9,97.8
Financial Quarter,2018/19 Q2,Stirling,Unknown,0,0,0
Financial Quarter,2018/19 Q2,West Dunbartonshire,All Ages,1520,94.4,93.7
Financial Quarter,2018/19 Q2,West Dunbartonshire,0-17 years,0,0,85.3
Financial Quarter,2018/19 Q2,West Dunbartonshire,18-64 years,165,89.2,76.9
Financial Quarter,2018/19 Q2,West Dunbartonshire,65-74 years,280,90.3,94.8
Financial Quarter,2018/19 Q2,West Dunbartonshire,75-84 years,545,95.6,97.6
Financial Quarter,2018/19 Q2,West Dunbartonshire,85+ years,530,96.4,97.8
Financial Quarter,2018/19 Q2,West Dunbartonshire,Unknown,0,0,0
Financial Quarter,2018/19 Q2,West Lothian,All Ages,1835,98.9,93.7
Financial Quarter,2018/19 Q2,West Lothian,0-17 years,5,100,85.3
Financial Quarter,2018/19 Q2,West Lothian,18-64 years,435,100,76.9
Financial Quarter,2018/19 Q2,West Lothian,65-74 years,345,98.6,94.8
Financial Quarter,2018/19 Q2,West Lothian,75-84 years,600,99.2,97.6
Financial Quarter,2018/19 Q2,West Lothian,85+ years,455,98.9,97.8
Financial Quarter,2018/19 Q2,West Lothian,Unknown,0,0,0
Financial Quarter,2018/19 Q3,Scotland (All Areas Submitted),All Ages,62085,93.6,93.6
Financial Quarter,2018/19 Q3,Scotland (All Areas Submitted),0-17 years,140,82.4,82.4
Financial Quarter,2018/19 Q3,Scotland (All Areas Submitted),18-64 years,8790,76.5,76.5
Financial Quarter,2018/19 Q3,Scotland (All Areas Submitted),65-74 years,9715,94.9,94.9
