financial_year,sending_location,age_group,option_type,nclient,rate
2019/20,East Dunbartonshire,75-84 years,Option 4,35,4.180102711095187
2019/20,East Dunbartonshire,85+ years,Option 4,35,10.438413361169102
2019/20,East Dunbartonshire,Unknown,Option 4,0,0
2020/21,East Dunbartonshire,All Ages,Any SDS,2275,20.919540229885055
2020/21,East Dunbartonshire,0-17 years,Any SDS,85,3.882164877825988
2020/21,East Dunbartonshire,18-64 years,Any SDS,385,6.197482373394289
2020/21,East Dunbartonshire,65-74 years,Any SDS,255,19.704814156556683
2020/21,East Dunbartonshire,75-84 years,Any SDS,685,81.18037449632615
2020/21,East Dunbartonshire,85+ years,Any SDS,865,257.90101371496723
2020/21,East Dunbartonshire,Unknown,Any SDS,0,0
2020/21,East Dunbartonshire,All Ages,Option 1,215,1.9770114942528738
2020/21,East Dunbartonshire,0-17 years,Option 1,45,2.0552637588490525
2020/21,East Dunbartonshire,18-64 years,Option 1,90,1.4487621132610025
2020/21,East Dunbartonshire,65-74 years,Option 1,20,1.5454756201220925
2020/21,East Dunbartonshire,75-84 years,Option 1,30,3.55534486845224
2020/21,East Dunbartonshire,85+ years,Option 1,35,10.435301132975551
2020/21,East Dunbartonshire,Unknown,Option 1,0,0
2020/21,East Dunbartonshire,All Ages,Option 2,175,1.6091954022988506
2020/21,East Dunbartonshire,0-17 years,Option 2,5,0.22836263987211694
2020/21,East Dunbartonshire,18-64 years,Option 2,30,0.4829207044203342
2020/21,East Dunbartonshire,65-74 years,Option 2,15,1.1591067150915695
2020/21,East Dunbartonshire,75-84 years,Option 2,55,6.518132258829107
2020/21,East Dunbartonshire,85+ years,Option 2,75,22.361359570661897
2020/21,East Dunbartonshire,Unknown,Option 2,0,0
2020/21,East Dunbartonshire,All Ages,Option 3,2030,18.666666666666668
2020/21,East Dunbartonshire,0-17 years,Option 3,45,2.0552637588490525
2020/21,East Dunbartonshire,18-64 years,Option 3,300,4.829207044203342
2020/21,East Dunbartonshire,65-74 years,Option 3,235,18.15933853643459
2020/21,East Dunbartonshire,75-84 years,Option 3,645,76.43991467172316
2020/21,East Dunbartonshire,85+ years,Option 3,810,241.5026833631485
2020/21,East Dunbartonshire,Unknown,Option 3,0,0
2020/21,East Dunbartonshire,All Ages,Option 4,145,1.3333333333333333
2020/21,East Dunbartonshire,0-17 years,Option 4,5,0.22836263987211694
2020/21,East Dunbartonshire,18-64 years,Option 4,35,0.5634074884903899
2020/21,East Dunbartonshire,65-74 years,Option 4,15,1.1591067150915695
2020/21,East Dunbartonshire,75-84 years,Option 4,45,5.33301730267836
2020/21,East Dunbartonshire,85+ years,Option 4,50,14.907573047107931
2020/21,East Dunbartonshire,Unknown,Option 4,0,0
2017/18,East Lothian,All Ages,Any SDS,925,8.822968332697442
2017/18,East Lothian,0-17 years,Any SDS,10,0.468055230517201
2017/18,East Lothian,18-64 years,Any SDS,485,7.745253038215238
2017/18,East Lothian,65-74 years,Any SDS,115,9.979173897952101
2017/18,East Lothian,75-84 years,Any SDS,145,21.27659574468085
2017/18,East Lothian,85+ years,Any SDS,175,69.52721493841875
2017/18,East Lothian,Unknown,Any SDS,0,0
2017/18,East Lothian,All Ages,Option 1,110,1.0492178557802365
2017/18,East Lothian,0-17 years,Option 1,0,0
2017/18,East Lothian,18-64 years,Option 1,80,1.2775675114581837
2017/18,East Lothian,65-74 years,Option 1,10,0.8677542519958348
2017/18,East Lothian,75-84 years,Option 1,5,0.7336757153338225
2017/18,East Lothian,85+ years,Option 1,15,5.959475566150179
2017/18,East Lothian,Unknown,Option 1,0,0
2017/18,East Lothian,All Ages,Option 2,100,0.9538344143456696
2017/18,East Lothian,0-17 years,Option 2,0,0
2017/18,East Lothian,18-64 years,Option 2,35,0.5589357862629554
2017/18,East Lothian,65-74 years,Option 2,10,0.8677542519958348
2017/18,East Lothian,75-84 years,Option 2,25,3.668378576669112
2017/18,East Lothian,85+ years,Option 2,25,9.932459276916964
2017/18,East Lothian,Unknown,Option 2,0,0
2017/18,East Lothian,All Ages,Option 3,845,8.059900801220907
2017/18,East Lothian,0-17 years,Option 3,10,0.468055230517201
2017/18,East Lothian,18-64 years,Option 3,460,7.346013190884555
2017/18,East Lothian,65-74 years,Option 3,105,9.111419645956264
2017/18,East Lothian,75-84 years,Option 3,120,17.608217168011738
2017/18,East Lothian,85+ years,Option 3,150,59.59475566150179
2017/18,East Lothian,Unknown,Option 3,0,0
2017/18,East Lothian,All Ages,Option 4,130,1.2399847386493703
2017/18,East Lothian,0-17 years,Option 4,0,0
2017/18,East Lothian,18-64 years,Option 4,90,1.4372634503904564
2017/18,East Lothian,65-74 years,Option 4,10,0.8677542519958348
2017/18,East Lothian,75-84 years,Option 4,10,1.467351430667645
2017/18,East Lothian,85+ years,Option 4,15,5.959475566150179
2017/18,East Lothian,Unknown,Option 4,0,0
2018/19,East Lothian,All Ages,Any SDS,1000,9.452689290103034
2018/19,East Lothian,0-17 years,Any SDS,10,0.4631773969430292
2018/19,East Lothian,18-64 years,Any SDS,520,8.25003966365223
2018/19,East Lothian,65-74 years,Any SDS,115,9.801414812920822
2018/19,East Lothian,75-84 years,Any SDS,175,25.36967236880255
2018/19,East Lothian,85+ years,Any SDS,185,72.86333202048051
2018/19,East Lothian,Unknown,Any SDS,0,0
2018/19,East Lothian,All Ages,Option 1,125,1.1815861612628793
2018/19,East Lothian,0-17 years,Option 1,0,0
2018/19,East Lothian,18-64 years,Option 1,75,1.1899095668729176
2018/19,East Lothian,65-74 years,Option 1,10,0.8522969402539845
2018/19,East Lothian,75-84 years,Option 1,15,2.1745433458973618
2018/19,East Lothian,85+ years,Option 1,20,7.877116975187082
2018/19,East Lothian,Unknown,Option 1,0,0
2018/19,East Lothian,All Ages,Option 2,200,1.890537858020607
2018/19,East Lothian,0-17 years,Option 2,0,0
2018/19,East Lothian,18-64 years,Option 2,130,2.0625099159130573
2018/19,East Lothian,65-74 years,Option 2,15,1.2784454103809768
2018/19,East Lothian,75-84 years,Option 2,25,3.624238909828936
2018/19,East Lothian,85+ years,Option 2,30,11.815675462780622
2018/19,East Lothian,Unknown,Option 2,0,0
2018/19,East Lothian,All Ages,Option 3,830,7.845732110785519
2018/19,East Lothian,0-17 years,Option 3,10,0.4631773969430292
2018/19,East Lothian,18-64 years,Option 3,430,6.822148183404728
2018/19,East Lothian,65-74 years,Option 3,95,8.096820932412854
2018/19,East Lothian,75-84 years,Option 3,145,21.02058567700783
2018/19,East Lothian,85+ years,Option 3,150,59.07837731390311
2018/19,East Lothian,Unknown,Option 3,0,0
2018/19,East Lothian,All Ages,Option 4,145,1.37063994706494
2018/19,East Lothian,0-17 years,Option 4,0,0
2018/19,East Lothian,18-64 years,Option 4,110,1.7452006980802792
2018/19,East Lothian,65-74 years,Option 4,10,0.8522969402539845
2018/19,East Lothian,75-84 years,Option 4,15,2.1745433458973618
2018/19,East Lothian,85+ years,Option 4,10,3.938558487593541
2018/19,East Lothian,Unknown,Option 4,0,0
2019/20,East Lothian,All Ages,Any SDS,1000,9.337940050424876
2019/20,East Lothian,0-17 years,Any SDS,5,0.22906358805204324
2019/20,East Lothian,18-64 years,Any SDS,545,8.578489241472667
2019/20,East Lothian,65-74 years,Any SDS,110,9.273309728544934
2019/20,East Lothian,75-84 years,Any SDS,175,24.38005015324603
2019/20,East Lothian,85+ years,Any SDS,165,61.315496098104795
2019/20,East Lothian,Unknown,Any SDS,0,0
2019/20,East Lothian,All Ages,Option 1,105,0.980483705294612
2019/20,East Lothian,0-17 years,Option 1,0,0
2019/20,East Lothian,18-64 years,Option 1,70,1.1018243062441957
2019/20,East Lothian,65-74 years,Option 1,10,0.8430281571404484
2019/20,East Lothian,75-84 years,Option 1,15,2.089718584563945
2019/20,East Lothian,85+ years,Option 1,15,5.574136008918618
2019/20,East Lothian,Unknown,Option 1,0,0
2019/20,East Lothian,All Ages,Option 2,120,1.1205528060509853
2019/20,East Lothian,0-17 years,Option 2,0,0
2019/20,East Lothian,18-64 years,Option 2,50,0.787017361602997
2019/20,East Lothian,65-74 years,Option 2,10,0.8430281571404484
2019/20,East Lothian,75-84 years,Option 2,30,4.17943716912789
2019/20,East Lothian,85+ years,Option 2,30,11.148272017837236
2019/20,East Lothian,Unknown,Option 2,0,0
2019/20,East Lothian,All Ages,Option 3,900,8.404146045382388
2019/20,East Lothian,0-17 years,Option 3,5,0.22906358805204324
2019/20,East Lothian,18-64 years,Option 3,510,8.027577088350569
2019/20,East Lothian,65-74 years,Option 3,95,8.008767492834261
2019/20,East Lothian,75-84 years,Option 3,150,20.897185845639452
2019/20,East Lothian,85+ years,Option 3,130,48.309178743961354
2019/20,East Lothian,Unknown,Option 3,0,0
2019/20,East Lothian,All Ages,Option 4,115,1.0738631057988608
2019/20,East Lothian,0-17 years,Option 4,0,0
2019/20,East Lothian,18-64 years,Option 4,80,1.2592277785647952
2019/20,East Lothian,65-74 years,Option 4,10,0.8430281571404484
2019/20,East Lothian,75-84 years,Option 4,15,2.089718584563945
2019/20,East Lothian,85+ years,Option 4,10,3.7160906726124114
2019/20,East Lothian,Unknown,Option 4,0,0
2017/18,East Renfrewshire,All Ages,Any SDS,1025,10.81680033769523
2017/18,East Renfrewshire,0-17 years,Any SDS,110,5.134908038465129
2017/18,East Renfrewshire,18-64 years,Any SDS,545,9.973647609984628
2017/18,East Renfrewshire,65-74 years,Any SDS,95,9.73360655737705
2017/18,East Renfrewshire,75-84 years,Any SDS,120,19.209220425804386
2017/18,East Renfrewshire,85+ years,Any SDS,155,57.68515072571641
2017/18,East Renfrewshire,Unknown,Any SDS,0,0
2017/18,East Renfrewshire,All Ages,Option 1,315,3.3241874208526805
2017/18,East Renfrewshire,0-17 years,Option 1,100,4.668098216786481
2017/18,East Renfrewshire,18-64 years,Option 1,135,2.4705365639411463
2017/18,East Renfrewshire,65-74 years,Option 1,20,2.0491803278688527
2017/18,East Renfrewshire,75-84 years,Option 1,30,4.802305106451096
2017/18,East Renfrewshire,85+ years,Option 1,30,11.164867882396726
2017/18,East Renfrewshire,Unknown,Option 1,0,0
2017/18,East Renfrewshire,All Ages,Option 2,185,1.952300548754749
2017/18,East Renfrewshire,0-17 years,Option 2,0,0
2017/18,East Renfrewshire,18-64 years,Option 2,40,0.7320108337603397
2017/18,East Renfrewshire,65-74 years,Option 2,25,2.5614754098360653
2017/18,East Renfrewshire,75-84 years,Option 2,50,8.00384184408516
2017/18,East Renfrewshire,85+ years,Option 2,65,24.190547078526237
2017/18,East Renfrewshire,Unknown,Option 2,0,0
2017/18,East Renfrewshire,All Ages,Option 3,625,6.595609962009287
2017/18,East Renfrewshire,0-17 years,Option 3,15,0.7002147325179722
2017/18,East Renfrewshire,18-64 years,Option 3,435,7.960617817143694
2017/18,East Renfrewshire,65-74 years,Option 3,60,6.147540983606557
2017/18,East Renfrewshire,75-84 years,Option 3,50,8.00384184408516
2017/18,East Renfrewshire,85+ years,Option 3,65,24.190547078526237
2017/18,East Renfrewshire,Unknown,Option 3,0,0
2017/18,East Renfrewshire,All Ages,Option 4,95,1.0025327142254117
2017/18,East Renfrewshire,0-17 years,Option 4,5,0.23340491083932408
2017/18,East Renfrewshire,18-64 years,Option 4,60,1.0980162506405096
2017/18,East Renfrewshire,65-74 years,Option 4,10,1.0245901639344264
2017/18,East Renfrewshire,75-84 years,Option 4,10,1.6007683688170322
2017/18,East Renfrewshire,85+ years,Option 4,10,3.721622627465575
2017/18,East Renfrewshire,Unknown,Option 4,0,0
2018/19,East Renfrewshire,All Ages,Any SDS,1055,11.085426079646947
2018/19,East Renfrewshire,0-17 years,Any SDS,110,5.079658277534056
2018/19,East Renfrewshire,18-64 years,Any SDS,540,9.886850488849829
2018/19,East Renfrewshire,65-74 years,Any SDS,105,10.595358224016145
2018/19,East Renfrewshire,75-84 years,Any SDS,135,21.50366358712966
2018/19,East Renfrewshire,85+ years,Any SDS,165,60.90808416389812
2018/19,East Renfrewshire,Unknown,Any SDS,0,0
2018/19,East Renfrewshire,All Ages,Option 1,345,3.6250919407376276
2018/19,East Renfrewshire,0-17 years,Option 1,100,4.617871161394597
2018/19,East Renfrewshire,18-64 years,Option 1,130,2.3801677102786627
2018/19,East Renfrewshire,65-74 years,Option 1,25,2.5227043390514634
2018/19,East Renfrewshire,75-84 years,Option 1,55,8.760751831793565
2018/19,East Renfrewshire,85+ years,Option 1,40,14.765596160944998
2018/19,East Renfrewshire,Unknown,Option 1,0,0
2018/19,East Renfrewshire,All Ages,Option 2,170,1.7862771881895554
2018/19,East Renfrewshire,0-17 years,Option 2,0,0
2018/19,East Renfrewshire,18-64 years,Option 2,35,0.6408143835365631
2018/19,East Renfrewshire,65-74 years,Option 2,20,2.0181634712411705
2018/19,East Renfrewshire,75-84 years,Option 2,45,7.167887862376554
2018/19,East Renfrewshire,85+ years,Option 2,65,23.99409376153562
2018/19,East Renfrewshire,Unknown,Option 2,0,0
2018/19,East Renfrewshire,All Ages,Option 3,620,6.514657980456026
2018/19,East Renfrewshire,0-17 years,Option 3,15,0.6926806742091896
2018/19,East Renfrewshire,18-64 years,Option 3,420,7.689772602438756
2018/19,East Renfrewshire,65-74 years,Option 3,70,7.063572149344097
2018/19,East Renfrewshire,75-84 years,Option 3,45,7.167887862376554
2018/19,East Renfrewshire,85+ years,Option 3,70,25.839793281653744
2018/19,East Renfrewshire,Unknown,Option 3,0,0
2018/19,East Renfrewshire,All Ages,Option 4,75,0.7880634653777451
2018/19,East Renfrewshire,0-17 years,Option 4,5,0.23089355806972986
2018/19,East Renfrewshire,18-64 years,Option 4,40,0.7323592954703577
2018/19,East Renfrewshire,65-74 years,Option 4,10,1.0090817356205852
2018/19,East Renfrewshire,75-84 years,Option 4,10,1.592863969417012
2018/19,East Renfrewshire,85+ years,Option 4,10,3.6913990402362495
2018/19,East Renfrewshire,Unknown,Option 4,0,0
2019/20,East Renfrewshire,All Ages,Any SDS,1165,12.195121951219512
2019/20,East Renfrewshire,0-17 years,Any SDS,120,5.497526113249037
2019/20,East Renfrewshire,18-64 years,Any SDS,600,11.00594320933304
2019/20,East Renfrewshire,65-74 years,Any SDS,100,10.027073097362878
2019/20,East Renfrewshire,75-84 years,Any SDS,155,24.147063405514878
2019/20,East Renfrewshire,85+ years,Any SDS,190,68.00286327845383
2019/20,East Renfrewshire,Unknown,Any SDS,0,0
2019/20,East Renfrewshire,All Ages,Option 1,395,4.134826755992881
2019/20,East Renfrewshire,0-17 years,Option 1,105,4.810335349092908
2019/20,East Renfrewshire,18-64 years,Option 1,165,3.026634382566586
2019/20,East Renfrewshire,65-74 years,Option 1,20,2.0054146194725764
2019/20,East Renfrewshire,75-84 years,Option 1,55,8.56831282131173
2019/20,East Renfrewshire,85+ years,Option 1,50,17.89549033643522
2019/20,East Renfrewshire,Unknown,Option 1,0,0
2019/20,East Renfrewshire,All Ages,Option 2,180,1.8842248508321993
2019/20,East Renfrewshire,0-17 years,Option 2,0,0
2019/20,East Renfrewshire,18-64 years,Option 2,35,0.6420133538777606
2019/20,East Renfrewshire,65-74 years,Option 2,15,1.5040609646044318
2019/20,East Renfrewshire,75-84 years,Option 2,55,8.56831282131173
2019/20,East Renfrewshire,85+ years,Option 2,75,26.843235504652828
2019/20,East Renfrewshire,Unknown,Option 2,0,0
2019/20,East Renfrewshire,All Ages,Option 3,715,7.484559824139014
2019/20,East Renfrewshire,0-17 years,Option 3,25,1.1453179402602163
2019/20,East Renfrewshire,18-64 years,Option 3,465,8.529605987233106
2019/20,East Renfrewshire,65-74 years,Option 3,75,7.52030482302216
2019/20,East Renfrewshire,75-84 years,Option 3,70,10.905125408942203
2019/20,East Renfrewshire,85+ years,Option 3,80,28.63278453829635
2019/20,East Renfrewshire,Unknown,Option 3,0,0
2019/20,East Renfrewshire,All Ages,Option 4,120,1.2561499005547996
2019/20,East Renfrewshire,0-17 years,Option 4,10,0.4581271761040865
2019/20,East Renfrewshire,18-64 years,Option 4,65,1.1923105143444126
2019/20,East Renfrewshire,65-74 years,Option 4,10,1.0027073097362882
2019/20,East Renfrewshire,75-84 years,Option 4,20,3.1157501168406294
2019/20,East Renfrewshire,85+ years,Option 4,15,5.368647100930565
2019/20,East Renfrewshire,Unknown,Option 4,0,0
2020/21,East Renfrewshire,All Ages,Any SDS,1155,12.023735165521549
2020/21,East Renfrewshire,0-17 years,Any SDS,125,5.667649059170256
2020/21,East Renfrewshire,18-64 years,Any SDS,595,10.904625760574739
2020/21,East Renfrewshire,65-74 years,Any SDS,110,10.833169194406146
2020/21,East Renfrewshire,75-84 years,Any SDS,145,22.307692307692307
2020/21,East Renfrewshire,85+ years,Any SDS,185,66.37961966271976
2020/21,East Renfrewshire,Unknown,Any SDS,0,0
2020/21,East Renfrewshire,All Ages,Option 1,370,3.851759317093483
2020/21,East Renfrewshire,0-17 years,Option 1,100,4.534119247336205
2020/21,East Renfrewshire,18-64 years,Option 1,165,3.023971849571146
2020/21,East Renfrewshire,65-74 years,Option 1,20,1.9696671262556626
2020/21,East Renfrewshire,75-84 years,Option 1,45,6.923076923076923
2020/21,East Renfrewshire,85+ years,Option 1,45,16.146393972012916
2020/21,East Renfrewshire,Unknown,Option 1,0,0
2020/21,East Renfrewshire,All Ages,Option 2,180,1.8738288569643973
2020/21,East Renfrewshire,0-17 years,Option 2,0,0
2020/21,East Renfrewshire,18-64 years,Option 2,35,0.6414485741514552
2020/21,East Renfrewshire,65-74 years,Option 2,20,1.9696671262556626
2020/21,East Renfrewshire,75-84 years,Option 2,50,7.6923076923076925
2020/21,East Renfrewshire,85+ years,Option 2,75,26.91065662002153
2020/21,East Renfrewshire,Unknown,Option 2,0,0
2020/21,East Renfrewshire,All Ages,Option 3,715,7.443264626275245
2020/21,East Renfrewshire,0-17 years,Option 3,30,1.3602357742008615
2020/21,East Renfrewshire,18-64 years,Option 3,450,8.247195953375853
2020/21,East Renfrewshire,65-74 years,Option 3,80,7.878668505022651
2020/21,East Renfrewshire,75-84 years,Option 3,70,10.769230769230768
2020/21,East Renfrewshire,85+ years,Option 3,85,30.498744169357735
2020/21,East Renfrewshire,Unknown,Option 3,0,0
2020/21,East Renfrewshire,All Ages,Option 4,110,1.1451176348115761
2020/21,East Renfrewshire,0-17 years,Option 4,5,0.22670596236681023
2020/21,East Renfrewshire,18-64 years,Option 4,50,0.9163551059306502
2020/21,East Renfrewshire,65-74 years,Option 4,10,0.9848335631278313
2020/21,East Renfrewshire,75-84 years,Option 4,20,3.076923076923077
2020/21,East Renfrewshire,85+ years,Option 4,15,5.382131324004306
2020/21,East Renfrewshire,Unknown,Option 4,0,0
2017/18,Falkirk,All Ages,Any SDS,4025,25.135827140448384
2017/18,Falkirk,0-17 years,Any SDS,20,0.630020475665459
2017/18,Falkirk,18-64 years,Any SDS,1125,11.380304486368923
2017/18,Falkirk,65-74 years,Any SDS,675,40.11648639011054
2017/18,Falkirk,75-84 years,Any SDS,1175,123.71025479048221
2017/18,Falkirk,85+ years,Any SDS,1030,321.27261384903306
2017/18,Falkirk,Unknown,Any SDS,0,0
2017/18,Falkirk,All Ages,Option 1,60,0.3746955598576157
2017/18,Falkirk,0-17 years,Option 1,0,0
2017/18,Falkirk,18-64 years,Option 1,35,0.35405391735369984
2017/18,Falkirk,65-74 years,Option 1,10,0.5943183168905265
2017/18,Falkirk,75-84 years,Option 1,5,0.5264266161297115
2017/18,Falkirk,85+ years,Option 1,5,1.5595757953836558
2017/18,Falkirk,Unknown,Option 1,0,0
2017/18,Falkirk,All Ages,Option 2,465,2.9038905888965214
2017/18,Falkirk,0-17 years,Option 2,0,0
2017/18,Falkirk,18-64 years,Option 2,195,1.9725861109706135
2017/18,Falkirk,65-74 years,Option 2,60,3.565909901343159
2017/18,Falkirk,75-84 years,Option 2,110,11.581385554853654
2017/18,Falkirk,85+ years,Option 2,100,31.191515907673114
2017/18,Falkirk,Unknown,Option 2,0,0
2017/18,Falkirk,All Ages,Option 3,3800,23.730718790982326
2017/18,Falkirk,0-17 years,Option 3,20,0.630020475665459
2017/18,Falkirk,18-64 years,Option 3,990,10.014667948004654
2017/18,Falkirk,65-74 years,Option 3,650,38.630690597884225
2017/18,Falkirk,75-84 years,Option 3,1150,121.07812170983365
2017/18,Falkirk,85+ years,Option 3,995,310.3555832813475
