financial_year,sending_location,age_group,option_type,nclient,rate
2018/19,Highland,75-84 years,Option 2,40,2.4257125530624624
2018/19,Highland,85+ years,Option 2,60,9.813542688910697
2018/19,Highland,Unknown,Option 2,0,0
2018/19,Highland,All Ages,Option 3,7245,30.75910673346353
2018/19,Highland,0-17 years,Option 3,50,1.1254417358813333
2018/19,Highland,18-64 years,Option 3,1120,8.050777403192997
2018/19,Highland,65-74 years,Option 3,855,29.08954817637452
2018/19,Highland,75-84 years,Option 3,2165,131.29169193450576
2018/19,Highland,85+ years,Option 3,3055,499.67288191036965
2018/19,Highland,Unknown,Option 3,0,0
2018/19,Highland,All Ages,Option 4,20,0.08491126772522713
2018/19,Highland,0-17 years,Option 4,0,0
2018/19,Highland,18-64 years,Option 4,15,0.1078229116499062
2018/19,Highland,65-74 years,Option 4,0,0
2018/19,Highland,75-84 years,Option 4,5,0.3032140691328078
2018/19,Highland,85+ years,Option 4,0,0
2018/19,Highland,Unknown,Option 4,0,0
2019/20,Highland,All Ages,Any SDS,8195,34.749607768307676
2019/20,Highland,0-17 years,Any SDS,55,1.2488930266354823
2019/20,Highland,18-64 years,Any SDS,1555,11.211004808836146
2019/20,Highland,65-74 years,Any SDS,965,32.502526103065
2019/20,Highland,75-84 years,Any SDS,2340,136.938202247191
2019/20,Highland,85+ years,Any SDS,3275,519.0174326465927
2019/20,Highland,Unknown,Any SDS,0,0
2019/20,Highland,All Ages,Option 1,435,1.8445490395623965
2019/20,Highland,0-17 years,Option 1,0,0
2019/20,Highland,18-64 years,Option 1,270,1.946605336582482
2019/20,Highland,65-74 years,Option 1,40,1.3472549680026944
2019/20,Highland,75-84 years,Option 1,50,2.9260299625468167
2019/20,Highland,85+ years,Option 1,70,11.093502377179082
2019/20,Highland,Unknown,Option 1,0,0
2019/20,Highland,All Ages,Option 2,325,1.3781113513971928
2019/20,Highland,0-17 years,Option 2,0,0
2019/20,Highland,18-64 years,Option 2,175,1.2616886440812385
2019/20,Highland,65-74 years,Option 2,30,1.0104412260020208
2019/20,Highland,75-84 years,Option 2,50,2.9260299625468167
2019/20,Highland,85+ years,Option 2,70,11.093502377179082
2019/20,Highland,Unknown,Option 2,0,0
2019/20,Highland,All Ages,Option 3,7455,31.611754229741766
2019/20,Highland,0-17 years,Option 3,55,1.2488930266354823
2019/20,Highland,18-64 years,Option 3,1125,8.110855569093674
2019/20,Highland,65-74 years,Option 3,895,30.14482990906029
2019/20,Highland,75-84 years,Option 3,2245,131.37874531835206
2019/20,Highland,85+ years,Option 3,3135,496.8304278922345
2019/20,Highland,Unknown,Option 3,0,0
2019/20,Highland,All Ages,Option 4,25,0.10600856549209176
2019/20,Highland,0-17 years,Option 4,0,0
2019/20,Highland,18-64 years,Option 4,15,0.108144740921249
2019/20,Highland,65-74 years,Option 4,5,0.1684068710003368
2019/20,Highland,75-84 years,Option 4,0,0
2019/20,Highland,85+ years,Option 4,5,0.7923930269413629
2019/20,Highland,Unknown,Option 4,0,0
2020/21,Highland,All Ages,Any SDS,8140,34.575032918489576
2020/21,Highland,0-17 years,Any SDS,55,1.2639319774790303
2020/21,Highland,18-64 years,Any SDS,1455,10.550052931537044
2020/21,Highland,65-74 years,Any SDS,1020,33.863417549218156
2020/21,Highland,75-84 years,Any SDS,2320,133.33333333333334
2020/21,Highland,85+ years,Any SDS,3285,506.9444444444444
2020/21,Highland,Unknown,Any SDS,0,0
2020/21,Highland,All Ages,Option 1,450,1.9113961687125685
2020/21,Highland,0-17 years,Option 1,0,0
2020/21,Highland,18-64 years,Option 1,260,1.8852328262540423
2020/21,Highland,65-74 years,Option 1,45,1.4939743036419773
2020/21,Highland,75-84 years,Option 1,65,3.735632183908046
2020/21,Highland,85+ years,Option 1,80,12.345679012345679
2020/21,Highland,Unknown,Option 1,0,0
2020/21,Highland,All Ages,Option 2,280,1.189313171643376
2020/21,Highland,0-17 years,Option 2,0,0
2020/21,Highland,18-64 years,Option 2,165,1.1963977551227576
2020/21,Highland,65-74 years,Option 2,30,0.9959828690946516
2020/21,Highland,75-84 years,Option 2,35,2.0114942528735633
2020/21,Highland,85+ years,Option 2,55,8.487654320987653
2020/21,Highland,Unknown,Option 2,0,0
2020/21,Highland,All Ages,Option 3,7430,31.5592745189653
2020/21,Highland,0-17 years,Option 3,50,1.149029070435482
2020/21,Highland,18-64 years,Option 3,1045,7.577185782444133
2020/21,Highland,65-74 years,Option 3,955,31.705454666179744
2020/21,Highland,75-84 years,Option 3,2225,127.8735632183908
2020/21,Highland,85+ years,Option 3,3155,486.88271604938274
2020/21,Highland,Unknown,Option 3,0,0
2020/21,Highland,All Ages,Option 4,25,0.10618867603958713
2020/21,Highland,0-17 years,Option 4,0,0
2020/21,Highland,18-64 years,Option 4,15,0.10876343228388706
2020/21,Highland,65-74 years,Option 4,0,0
2020/21,Highland,75-84 years,Option 4,5,0.28735632183908044
2020/21,Highland,85+ years,Option 4,5,0.7716049382716049
2020/21,Highland,Unknown,Option 4,0,0
2017/18,Inverclyde,All Ages,Any SDS,2515,31.932453021838494
2017/18,Inverclyde,0-17 years,Any SDS,35,2.432413649315449
2017/18,Inverclyde,18-64 years,Any SDS,570,11.853269006820828
2017/18,Inverclyde,65-74 years,Any SDS,410,45.60622914349277
2017/18,Inverclyde,75-84 years,Any SDS,780,149.31087289433384
2017/18,Inverclyde,85+ years,Any SDS,720,347.99420009666505
2017/18,Inverclyde,Unknown,Any SDS,0,0
2017/18,Inverclyde,All Ages,Option 1,75,0.952260030472321
2017/18,Inverclyde,0-17 years,Option 1,10,0.6949753283758427
2017/18,Inverclyde,18-64 years,Option 1,35,0.7278323074363667
2017/18,Inverclyde,65-74 years,Option 1,5,0.5561735261401557
2017/18,Inverclyde,75-84 years,Option 1,10,1.9142419601837672
2017/18,Inverclyde,85+ years,Option 1,15,7.249879168680522
2017/18,Inverclyde,Unknown,Option 1,0,0
2017/18,Inverclyde,All Ages,Option 2,155,1.9680040629761302
2017/18,Inverclyde,0-17 years,Option 2,0,0
2017/18,Inverclyde,18-64 years,Option 2,45,0.9357843952753285
2017/18,Inverclyde,65-74 years,Option 2,15,1.6685205784204673
2017/18,Inverclyde,75-84 years,Option 2,50,9.571209800918835
2017/18,Inverclyde,85+ years,Option 2,40,19.33301111648139
2017/18,Inverclyde,Unknown,Option 2,0,0
2017/18,Inverclyde,All Ages,Option 3,2365,30.027932960893853
2017/18,Inverclyde,0-17 years,Option 3,30,2.0849259851275277
2017/18,Inverclyde,18-64 years,Option 3,515,10.709532523706537
2017/18,Inverclyde,65-74 years,Option 3,395,43.9377085650723
2017/18,Inverclyde,75-84 years,Option 3,740,141.65390505359878
2017/18,Inverclyde,85+ years,Option 3,685,331.07781536974386
2017/18,Inverclyde,Unknown,Option 3,0,0
2017/18,Inverclyde,All Ages,Option 4,80,1.015744032503809
2017/18,Inverclyde,0-17 years,Option 4,5,0.3474876641879214
2017/18,Inverclyde,18-64 years,Option 4,25,0.5198802195974047
2017/18,Inverclyde,65-74 years,Option 4,10,1.1123470522803114
2017/18,Inverclyde,75-84 years,Option 4,20,3.8284839203675345
2017/18,Inverclyde,85+ years,Option 4,25,12.083131947800869
2017/18,Inverclyde,Unknown,Option 4,0,0
2018/19,Inverclyde,All Ages,Any SDS,2490,31.861804222648754
2018/19,Inverclyde,0-17 years,Any SDS,35,2.466178128523112
2018/19,Inverclyde,18-64 years,Any SDS,570,11.980830670926517
2018/19,Inverclyde,65-74 years,Any SDS,405,45.065094024702354
2018/19,Inverclyde,75-84 years,Any SDS,765,143.8510718315156
2018/19,Inverclyde,85+ years,Any SDS,715,344.2465093885412
2018/19,Inverclyde,Unknown,Any SDS,0,0
2018/19,Inverclyde,All Ages,Option 1,70,0.8957133717210493
2018/19,Inverclyde,0-17 years,Option 1,10,0.7046223224351748
2018/19,Inverclyde,18-64 years,Option 1,35,0.7356650411972423
2018/19,Inverclyde,65-74 years,Option 1,5,0.5563591854901524
2018/19,Inverclyde,75-84 years,Option 1,10,1.8804061677322301
2018/19,Inverclyde,85+ years,Option 1,15,7.221954742416948
2018/19,Inverclyde,Unknown,Option 1,0,0
2018/19,Inverclyde,All Ages,Option 2,130,1.6634676903390915
2018/19,Inverclyde,0-17 years,Option 2,0,0
2018/19,Inverclyde,18-64 years,Option 2,45,0.945855052967883
2018/19,Inverclyde,65-74 years,Option 2,20,2.2254367419606096
2018/19,Inverclyde,75-84 years,Option 2,30,5.641218503196691
2018/19,Inverclyde,85+ years,Option 2,35,16.851227732306214
2018/19,Inverclyde,Unknown,Option 2,0,0
2018/19,Inverclyde,All Ages,Option 3,2355,30.134357005758158
2018/19,Inverclyde,0-17 years,Option 3,25,1.7615558060879368
2018/19,Inverclyde,18-64 years,Option 3,500,10.509500588532033
2018/19,Inverclyde,65-74 years,Option 3,390,43.39601646823189
2018/19,Inverclyde,75-84 years,Option 3,745,140.09025949605115
2018/19,Inverclyde,85+ years,Option 3,695,334.6172363986519
2018/19,Inverclyde,Unknown,Option 3,0,0
2018/19,Inverclyde,All Ages,Option 4,60,0.7677543186180422
2018/19,Inverclyde,0-17 years,Option 4,0,0
2018/19,Inverclyde,18-64 years,Option 4,10,0.21019001177064067
2018/19,Inverclyde,65-74 years,Option 4,10,1.1127183709803048
2018/19,Inverclyde,75-84 years,Option 4,15,2.8206092515983454
2018/19,Inverclyde,85+ years,Option 4,30,14.443909484833895
2018/19,Inverclyde,Unknown,Option 4,0,0
2019/20,Inverclyde,All Ages,Any SDS,2540,32.6478149100257
2019/20,Inverclyde,0-17 years,Any SDS,30,2.123743451791024
2019/20,Inverclyde,18-64 years,Any SDS,590,12.509010728066828
2019/20,Inverclyde,65-74 years,Any SDS,405,45.18576369519134
2019/20,Inverclyde,75-84 years,Any SDS,785,144.2484380742374
2019/20,Inverclyde,85+ years,Any SDS,730,347.12315739419876
2019/20,Inverclyde,Unknown,Any SDS,0,0
2019/20,Inverclyde,All Ages,Option 1,70,0.8997429305912596
2019/20,Inverclyde,0-17 years,Option 1,10,0.7079144839303413
2019/20,Inverclyde,18-64 years,Option 1,35,0.7420599584446423
2019/20,Inverclyde,65-74 years,Option 1,5,0.5578489345085351
2019/20,Inverclyde,75-84 years,Option 1,10,1.8375597206909224
2019/20,Inverclyde,85+ years,Option 1,10,4.755111745126011
2019/20,Inverclyde,Unknown,Option 1,0,0
2019/20,Inverclyde,All Ages,Option 2,155,1.992287917737789
2019/20,Inverclyde,0-17 years,Option 2,0,0
2019/20,Inverclyde,18-64 years,Option 2,55,1.1660942204130094
2019/20,Inverclyde,65-74 years,Option 2,25,2.7892446725426754
2019/20,Inverclyde,75-84 years,Option 2,35,6.431459022418228
2019/20,Inverclyde,85+ years,Option 2,45,21.398002853067048
2019/20,Inverclyde,Unknown,Option 2,0,0
2019/20,Inverclyde,All Ages,Option 3,2425,31.169665809768638
2019/20,Inverclyde,0-17 years,Option 3,20,1.4158289678606826
2019/20,Inverclyde,18-64 years,Option 3,530,11.236907942161727
2019/20,Inverclyde,65-74 years,Option 3,395,44.07006582617427
2019/20,Inverclyde,75-84 years,Option 3,770,141.492098493201
2019/20,Inverclyde,85+ years,Option 3,710,337.6129339039468
2019/20,Inverclyde,Unknown,Option 3,0,0
2019/20,Inverclyde,All Ages,Option 4,110,1.4138817480719794
2019/20,Inverclyde,0-17 years,Option 4,0,0
2019/20,Inverclyde,18-64 years,Option 4,25,0.5300428274604587
2019/20,Inverclyde,65-74 years,Option 4,20,2.2313957380341405
2019/20,Inverclyde,75-84 years,Option 4,30,5.512679162072767
2019/20,Inverclyde,85+ years,Option 4,35,16.64289110794104
2019/20,Inverclyde,Unknown,Option 4,0,0
2017/18,Midlothian,All Ages,Any SDS,2430,26.973026973026972
2017/18,Midlothian,0-17 years,Any SDS,100,5.193725979017347
2017/18,Midlothian,18-64 years,Any SDS,565,10.43397968605725
2017/18,Midlothian,65-74 years,Any SDS,350,35.7398141529664
2017/18,Midlothian,75-84 years,Any SDS,670,130.7317073170732
2017/18,Midlothian,85+ years,Any SDS,745,421.38009049773757
2017/18,Midlothian,Unknown,Any SDS,0,0
2017/18,Midlothian,All Ages,Option 1,130,1.443001443001443
2017/18,Midlothian,0-17 years,Option 1,50,2.5968629895086734
2017/18,Midlothian,18-64 years,Option 1,60,1.10803324099723
2017/18,Midlothian,65-74 years,Option 1,10,1.0211375472276116
2017/18,Midlothian,75-84 years,Option 1,5,0.975609756097561
2017/18,Midlothian,85+ years,Option 1,5,2.8280542986425337
2017/18,Midlothian,Unknown,Option 1,0,0
2017/18,Midlothian,All Ages,Option 2,110,1.221001221001221
2017/18,Midlothian,0-17 years,Option 2,0,0
2017/18,Midlothian,18-64 years,Option 2,15,0.2770083102493075
2017/18,Midlothian,65-74 years,Option 2,15,1.5317063208414172
2017/18,Midlothian,75-84 years,Option 2,40,7.804878048780488
2017/18,Midlothian,85+ years,Option 2,45,25.452488687782804
2017/18,Midlothian,Unknown,Option 2,0,0
2017/18,Midlothian,All Ages,Option 3,2275,25.252525252525253
2017/18,Midlothian,0-17 years,Option 3,60,3.1162355874104084
2017/18,Midlothian,18-64 years,Option 3,520,9.602954755309327
2017/18,Midlothian,65-74 years,Option 3,330,33.69753905851118
2017/18,Midlothian,75-84 years,Option 3,645,125.85365853658537
2017/18,Midlothian,85+ years,Option 3,720,407.23981900452486
2017/18,Midlothian,Unknown,Option 3,0,0
2017/18,Midlothian,All Ages,Option 4,85,0.9435009435009435
2017/18,Midlothian,0-17 years,Option 4,5,0.2596862989508673
2017/18,Midlothian,18-64 years,Option 4,30,0.554016620498615
2017/18,Midlothian,65-74 years,Option 4,5,0.5105687736138058
2017/18,Midlothian,75-84 years,Option 4,20,3.902439024390244
2017/18,Midlothian,85+ years,Option 4,20,11.312217194570135
2017/18,Midlothian,Unknown,Option 4,0,0
2018/19,Midlothian,All Ages,Any SDS,2100,22.991022553098315
2018/19,Midlothian,0-17 years,Any SDS,210,10.769230769230768
2018/19,Midlothian,18-64 years,Any SDS,530,9.669591870245023
2018/19,Midlothian,65-74 years,Any SDS,270,27.16297786720322
2018/19,Midlothian,75-84 years,Any SDS,505,95.06777108433735
2018/19,Midlothian,85+ years,Any SDS,585,329.20652785593694
2018/19,Midlothian,Unknown,Any SDS,0,0
2018/19,Midlothian,All Ages,Option 1,190,2.080140135756514
2018/19,Midlothian,0-17 years,Option 1,85,4.358974358974359
2018/19,Midlothian,18-64 years,Option 1,70,1.2771159073908522
2018/19,Midlothian,65-74 years,Option 1,10,1.006036217303823
2018/19,Midlothian,75-84 years,Option 1,15,2.8237951807228914
2018/19,Midlothian,85+ years,Option 1,15,8.441193021947102
2018/19,Midlothian,Unknown,Option 1,0,0
2018/19,Midlothian,All Ages,Option 2,80,0.8758484782132692
2018/19,Midlothian,0-17 years,Option 2,0,0
2018/19,Midlothian,18-64 years,Option 2,10,0.18244512962726459
2018/19,Midlothian,65-74 years,Option 2,15,1.5090543259557343
2018/19,Midlothian,75-84 years,Option 2,25,4.70632530120482
2018/19,Midlothian,85+ years,Option 2,30,16.882386043894204
2018/19,Midlothian,Unknown,Option 2,0,0
2018/19,Midlothian,All Ages,Option 3,2000,21.89621195533173
2018/19,Midlothian,0-17 years,Option 3,160,8.205128205128204
2018/19,Midlothian,18-64 years,Option 3,505,9.213479046176863
2018/19,Midlothian,65-74 years,Option 3,260,26.156941649899398
2018/19,Midlothian,75-84 years,Option 3,495,93.18524096385543
2018/19,Midlothian,85+ years,Option 3,575,323.5790658413056
2018/19,Midlothian,Unknown,Option 3,0,0
2018/19,Midlothian,All Ages,Option 4,170,1.8611780162031968
2018/19,Midlothian,0-17 years,Option 4,30,1.5384615384615385
2018/19,Midlothian,18-64 years,Option 4,55,1.0034482129499553
2018/19,Midlothian,65-74 years,Option 4,15,1.5090543259557343
2018/19,Midlothian,75-84 years,Option 4,30,5.647590361445783
2018/19,Midlothian,85+ years,Option 4,40,22.509848058525602
2018/19,Midlothian,Unknown,Option 4,0,0
2019/20,Midlothian,All Ages,Any SDS,2880,31.148604802076576
2019/20,Midlothian,0-17 years,Any SDS,50,2.5209236664313805
2019/20,Midlothian,18-64 years,Any SDS,570,10.31804934561845
2019/20,Midlothian,65-74 years,Any SDS,420,41.89944134078212
2019/20,Midlothian,75-84 years,Any SDS,970,174.80627140025229
2019/20,Midlothian,85+ years,Any SDS,870,480.6629834254144
2019/20,Midlothian,Unknown,Any SDS,0,0
2019/20,Midlothian,All Ages,Option 1,90,0.973393900064893
2019/20,Midlothian,0-17 years,Option 1,20,1.0083694665725522
2019/20,Midlothian,18-64 years,Option 1,35,0.6335644335028872
2019/20,Midlothian,65-74 years,Option 1,5,0.49880287310454907
2019/20,Midlothian,75-84 years,Option 1,10,1.8021265092809515
2019/20,Midlothian,85+ years,Option 1,15,8.287292817679557
2019/20,Midlothian,Unknown,Option 1,0,0
2019/20,Midlothian,All Ages,Option 2,60,0.6489292667099286
2019/20,Midlothian,0-17 years,Option 2,0,0
2019/20,Midlothian,18-64 years,Option 2,10,0.18101840957225349
2019/20,Midlothian,65-74 years,Option 2,10,0.9976057462090981
2019/20,Midlothian,75-84 years,Option 2,15,2.7031897639214275
2019/20,Midlothian,85+ years,Option 2,25,13.812154696132596
2019/20,Midlothian,Unknown,Option 2,0,0
2019/20,Midlothian,All Ages,Option 3,2830,30.607830413151632
2019/20,Midlothian,0-17 years,Option 3,30,1.512554199858828
2019/20,Midlothian,18-64 years,Option 3,555,10.04652173126007
2019/20,Midlothian,65-74 years,Option 3,420,41.89944134078212
2019/20,Midlothian,75-84 years,Option 3,965,173.90520814561182
2019/20,Midlothian,85+ years,Option 3,860,475.1381215469613
2019/20,Midlothian,Unknown,Option 3,0,0
2019/20,Midlothian,All Ages,Option 4,100,1.081548777849881
2019/20,Midlothian,0-17 years,Option 4,5,0.25209236664313805
2019/20,Midlothian,18-64 years,Option 4,30,0.5430552287167605
2019/20,Midlothian,65-74 years,Option 4,15,1.4964086193136472
2019/20,Midlothian,75-84 years,Option 4,25,4.505316273202379
2019/20,Midlothian,85+ years,Option 4,25,13.812154696132596
2019/20,Midlothian,Unknown,Option 4,0,0
2020/21,Midlothian,All Ages,Any SDS,3480,37.35909822866344
2020/21,Midlothian,0-17 years,Any SDS,100,4.991016170892394
2020/21,Midlothian,18-64 years,Any SDS,710,12.78265879302895
2020/21,Midlothian,65-74 years,Any SDS,525,52.150591040031784
2020/21,Midlothian,75-84 years,Any SDS,1095,194.59747645281678
2020/21,Midlothian,85+ years,Any SDS,1055,562.3667377398721
2020/21,Midlothian,Unknown,Any SDS,0,0
2020/21,Midlothian,All Ages,Option 1,200,2.147074610842727
2020/21,Midlothian,0-17 years,Option 1,85,4.242363745258534
2020/21,Midlothian,18-64 years,Option 1,80,1.440299582313121
2020/21,Midlothian,65-74 years,Option 1,10,0.9933445912387008
2020/21,Midlothian,75-84 years,Option 1,15,2.6657188555180382
2020/21,Midlothian,85+ years,Option 1,15,7.995735607675907
2020/21,Midlothian,Unknown,Option 1,0,0
2020/21,Midlothian,All Ages,Option 2,55,0.5904455179817498
2020/21,Midlothian,0-17 years,Option 2,0,0
2020/21,Midlothian,18-64 years,Option 2,10,0.18003744778914013
2020/21,Midlothian,65-74 years,Option 2,10,0.9933445912387008
2020/21,Midlothian,75-84 years,Option 2,20,3.5542918073573837
2020/21,Midlothian,85+ years,Option 2,20,10.660980810234541
2020/21,Midlothian,Unknown,Option 2,0,0
2020/21,Midlothian,All Ages,Option 3,3345,35.909822866344605
2020/21,Midlothian,0-17 years,Option 3,20,0.9982032341784787
2020/21,Midlothian,18-64 years,Option 3,675,12.15252772576696
2020/21,Midlothian,65-74 years,Option 3,515,51.15724644879309
2020/21,Midlothian,75-84 years,Option 3,1085,192.82033054913808
2020/21,Midlothian,85+ years,Option 3,1050,559.7014925373134
2020/21,Midlothian,Unknown,Option 3,0,0
2020/21,Midlothian,All Ages,Option 4,120,1.288244766505636
2020/21,Midlothian,0-17 years,Option 4,5,0.24955080854461967
2020/21,Midlothian,18-64 years,Option 4,60,1.0802246867348408
2020/21,Midlothian,65-74 years,Option 4,10,0.9933445912387008
2020/21,Midlothian,75-84 years,Option 4,25,4.4428647591967305
2020/21,Midlothian,85+ years,Option 4,25,13.326226012793176
2020/21,Midlothian,Unknown,Option 4,0,0
2017/18,Moray,All Ages,Any SDS,1205,12.580914595949048
2017/18,Moray,0-17 years,Any SDS,30,1.6156828953037485
2017/18,Moray,18-64 years,Any SDS,285,4.986178662654397
2017/18,Moray,65-74 years,Any SDS,170,15.286395108353565
2017/18,Moray,75-84 years,Any SDS,325,49.823700751188106
2017/18,Moray,85+ years,Any SDS,400,165.97510373443984
2017/18,Moray,Unknown,Any SDS,0,0
2017/18,Moray,All Ages,Option 1,235,2.453539361035707
2017/18,Moray,0-17 years,Option 1,25,1.3464024127531236
2017/18,Moray,18-64 years,Option 1,80,1.3996290982889534
2017/18,Moray,65-74 years,Option 1,40,3.5967988490243683
2017/18,Moray,75-84 years,Option 1,35,5.365629311666411
2017/18,Moray,85+ years,Option 1,50,20.74688796680498
2017/18,Moray,Unknown,Option 1,0,0
2017/18,Moray,All Ages,Option 2,225,2.3491334307788683
2017/18,Moray,0-17 years,Option 2,0,0
2017/18,Moray,18-64 years,Option 2,105,1.8370131915042514
2017/18,Moray,65-74 years,Option 2,25,2.2479992806402302
2017/18,Moray,75-84 years,Option 2,40,6.132147784761613
2017/18,Moray,85+ years,Option 2,60,24.896265560165972
2017/18,Moray,Unknown,Option 2,0,0
2017/18,Moray,All Ages,Option 3,910,9.500939653372312
2017/18,Moray,0-17 years,Option 3,0,0
2017/18,Moray,18-64 years,Option 3,145,2.5368277406487283
2017/18,Moray,65-74 years,Option 3,135,12.139196115457242
2017/18,Moray,75-84 years,Option 3,285,43.69155296642649
2017/18,Moray,85+ years,Option 3,340,141.07883817427387
2017/18,Moray,Unknown,Option 3,0,0
2017/18,Moray,All Ages,Option 4,155,1.6182919189809981
2017/18,Moray,0-17 years,Option 4,0,0
2017/18,Moray,18-64 years,Option 4,45,0.7872913677875363
2017/18,Moray,65-74 years,Option 4,25,2.2479992806402302
2017/18,Moray,75-84 years,Option 4,35,5.365629311666411
2017/18,Moray,85+ years,Option 4,50,20.74688796680498
2017/18,Moray,Unknown,Option 4,0,0
2018/19,Moray,All Ages,Any SDS,1015,10.62604690117253
2018/19,Moray,0-17 years,Any SDS,35,1.9113149847094801
2018/19,Moray,18-64 years,Any SDS,190,3.3459540371577
2018/19,Moray,65-74 years,Any SDS,125,11.12198594180977
2018/19,Moray,75-84 years,Any SDS,295,44.360902255639104
2018/19,Moray,85+ years,Any SDS,375,147.98737174427782
2018/19,Moray,Unknown,Any SDS,0,0
2018/19,Moray,All Ages,Option 1,240,2.512562814070352
2018/19,Moray,0-17 years,Option 1,35,1.9113149847094801
2018/19,Moray,18-64 years,Option 1,85,1.4968741745179184
2018/19,Moray,65-74 years,Option 1,35,3.1141560637067354
2018/19,Moray,75-84 years,Option 1,30,4.511278195488722
2018/19,Moray,85+ years,Option 1,55,21.704814522494082
2018/19,Moray,Unknown,Option 1,0,0
2018/19,Moray,All Ages,Option 2,180,1.8844221105527637
2018/19,Moray,0-17 years,Option 2,0,0
2018/19,Moray,18-64 years,Option 2,45,0.7924627982741922
2018/19,Moray,65-74 years,Option 2,25,2.224397188361954
2018/19,Moray,75-84 years,Option 2,55,8.270676691729323
2018/19,Moray,85+ years,Option 2,55,21.704814522494082
2018/19,Moray,Unknown,Option 2,0,0
2018/19,Moray,All Ages,Option 3,705,7.380653266331658
2018/19,Moray,0-17 years,Option 3,0,0
2018/19,Moray,18-64 years,Option 3,85,1.4968741745179184
2018/19,Moray,65-74 years,Option 3,85,7.562950440430643
2018/19,Moray,75-84 years,Option 3,240,36.090225563909776
2018/19,Moray,85+ years,Option 3,295,116.41673243883189
2018/19,Moray,Unknown,Option 3,0,0
2018/19,Moray,All Ages,Option 4,105,1.099246231155779
2018/19,Moray,0-17 years,Option 4,0,0
2018/19,Moray,18-64 years,Option 4,20,0.35220568812186315
2018/19,Moray,65-74 years,Option 4,20,1.779517750689563
2018/19,Moray,75-84 years,Option 4,30,4.511278195488722
2018/19,Moray,85+ years,Option 4,35,13.812154696132596
2018/19,Moray,Unknown,Option 4,0,0
2019/20,Moray,All Ages,Any SDS,1005,10.488415779586726
2019/20,Moray,0-17 years,Any SDS,30,1.6399715738260539
2019/20,Moray,18-64 years,Any SDS,215,3.784478358064459
2019/20,Moray,65-74 years,Any SDS,125,11.068803683697865
2019/20,Moray,75-84 years,Any SDS,270,39.52569169960474
2019/20,Moray,85+ years,Any SDS,365,140.8179012345679
2019/20,Moray,Unknown,Any SDS,0,0
2019/20,Moray,All Ages,Option 1,260,2.7134209977040284
2019/20,Moray,0-17 years,Option 1,30,1.6399715738260539
2019/20,Moray,18-64 years,Option 1,100,1.7602224921230043
2019/20,Moray,65-74 years,Option 1,40,3.5420171787833175
2019/20,Moray,75-84 years,Option 1,40,5.855658029571073
2019/20,Moray,85+ years,Option 1,50,19.290123456790123
2019/20,Moray,Unknown,Option 1,0,0
2019/20,Moray,All Ages,Option 2,95,0.9914422876226258
2019/20,Moray,0-17 years,Option 2,0,0
2019/20,Moray,18-64 years,Option 2,50,0.8801112460615022
2019/20,Moray,65-74 years,Option 2,10,0.8855042946958294
2019/20,Moray,75-84 years,Option 2,20,2.9278290147855364
2019/20,Moray,85+ years,Option 2,15,5.787037037037036
2019/20,Moray,Unknown,Option 2,0,0
2019/20,Moray,All Ages,Option 3,735,7.670632435817157
2019/20,Moray,0-17 years,Option 3,0,0
2019/20,Moray,18-64 years,Option 3,85,1.4961891183045537
2019/20,Moray,65-74 years,Option 3,90,7.969538652262463
2019/20,Moray,75-84 years,Option 3,235,34.401990923730054
2019/20,Moray,85+ years,Option 3,325,125.38580246913581
2019/20,Moray,Unknown,Option 3,0,0
2019/20,Moray,All Ages,Option 4,80,0.8348987685243164
2019/20,Moray,0-17 years,Option 4,0,0
2019/20,Moray,18-64 years,Option 4,20,0.3520444984246009
2019/20,Moray,65-74 years,Option 4,10,0.8855042946958294
2019/20,Moray,75-84 years,Option 4,25,3.6597862684819207
2019/20,Moray,85+ years,Option 4,25,9.645061728395062
2019/20,Moray,Unknown,Option 4,0,0
2020/21,Moray,All Ages,Any SDS,1765,18.44112422944311
2020/21,Moray,0-17 years,Any SDS,30,1.6479894528675016
2020/21,Moray,18-64 years,Any SDS,500,8.859750155045626
2020/21,Moray,65-74 years,Any SDS,210,18.38074398249453
2020/21,Moray,75-84 years,Any SDS,430,62.23766102185555
2020/21,Moray,85+ years,Any SDS,595,217.3913043478261
2020/21,Moray,Unknown,Any SDS,0,0
2020/21,Moray,All Ages,Option 1,225,2.350851530665552
2020/21,Moray,0-17 years,Option 1,25,1.3733245440562514
2020/21,Moray,18-64 years,Option 1,85,1.506157526357757
2020/21,Moray,65-74 years,Option 1,30,2.62582056892779
2020/21,Moray,75-84 years,Option 1,40,5.78954986249819
2020/21,Moray,85+ years,Option 1,45,16.441359152356597
2020/21,Moray,Unknown,Option 1,0,0
2020/21,Moray,All Ages,Option 2,115,1.2015463378957267
2020/21,Moray,0-17 years,Option 2,0,0
2020/21,Moray,18-64 years,Option 2,60,1.0631700186054753
2020/21,Moray,65-74 years,Option 2,10,0.87527352297593
2020/21,Moray,75-84 years,Option 2,20,2.894774931249095
2020/21,Moray,85+ years,Option 2,15,5.480453050785532
2020/21,Moray,Unknown,Option 2,0,0
2020/21,Moray,All Ages,Option 3,1560,16.29923727928116
2020/21,Moray,0-17 years,Option 3,5,0.2746649088112503
2020/21,Moray,18-64 years,Option 3,415,7.353592628687871
2020/21,Moray,65-74 years,Option 3,185,16.192560175054705
