financial_year,sending_location,age_group,sds_support_services,nclient,rate
2017/18,Inverclyde,0-17 years,Not Known,0,0
2017/18,Inverclyde,18-64 years,Not Known,0,0
2017/18,Inverclyde,65-74 years,Not Known,0,0
2017/18,Inverclyde,75-84 years,Not Known,0,0
2017/18,Inverclyde,85+ years,Not Known,0,0
2017/18,Inverclyde,Unknown,Not Known,0,0
2018/19,Inverclyde,All Ages,Local Authority,2150,863.4538152610442
2018/19,Inverclyde,0-17 years,Local Authority,35,1000
2018/19,Inverclyde,18-64 years,Local Authority,535,938.5964912280702
2018/19,Inverclyde,65-74 years,Local Authority,350,864.1975308641975
2018/19,Inverclyde,75-84 years,Local Authority,640,836.6013071895425
2018/19,Inverclyde,85+ years,Local Authority,590,825.1748251748252
2018/19,Inverclyde,Unknown,Local Authority,0,0
2018/19,Inverclyde,All Ages,Personal Assistance Contract,0,0
2018/19,Inverclyde,0-17 years,Personal Assistance Contract,0,0
2018/19,Inverclyde,18-64 years,Personal Assistance Contract,0,0
2018/19,Inverclyde,65-74 years,Personal Assistance Contract,0,0
2018/19,Inverclyde,75-84 years,Personal Assistance Contract,0,0
2018/19,Inverclyde,85+ years,Personal Assistance Contract,0,0
2018/19,Inverclyde,Unknown,Personal Assistance Contract,0,0
2018/19,Inverclyde,All Ages,Private,390,156.6265060240964
2018/19,Inverclyde,0-17 years,Private,0,0
2018/19,Inverclyde,18-64 years,Private,40,70.17543859649122
2018/19,Inverclyde,65-74 years,Private,65,160.49382716049382
2018/19,Inverclyde,75-84 years,Private,140,183.0065359477124
2018/19,Inverclyde,85+ years,Private,145,202.79720279720277
2018/19,Inverclyde,Unknown,Private,0,0
2018/19,Inverclyde,All Ages,Voluntary,55,22.08835341365462
2018/19,Inverclyde,0-17 years,Voluntary,0,0
2018/19,Inverclyde,18-64 years,Voluntary,10,17.543859649122805
2018/19,Inverclyde,65-74 years,Voluntary,10,24.691358024691358
2018/19,Inverclyde,75-84 years,Voluntary,20,26.143790849673202
2018/19,Inverclyde,85+ years,Voluntary,15,20.97902097902098
2018/19,Inverclyde,Unknown,Voluntary,0,0
2018/19,Inverclyde,All Ages,Other,0,0
2018/19,Inverclyde,0-17 years,Other,0,0
2018/19,Inverclyde,18-64 years,Other,0,0
2018/19,Inverclyde,65-74 years,Other,0,0
2018/19,Inverclyde,75-84 years,Other,0,0
2018/19,Inverclyde,85+ years,Other,0,0
2018/19,Inverclyde,Unknown,Other,0,0
2018/19,Inverclyde,All Ages,Not Known,0,0
2018/19,Inverclyde,0-17 years,Not Known,0,0
2018/19,Inverclyde,18-64 years,Not Known,0,0
2018/19,Inverclyde,65-74 years,Not Known,0,0
2018/19,Inverclyde,75-84 years,Not Known,0,0
2018/19,Inverclyde,85+ years,Not Known,0,0
2018/19,Inverclyde,Unknown,Not Known,0,0
2019/20,Inverclyde,All Ages,Local Authority,2085,820.8661417322835
2019/20,Inverclyde,0-17 years,Local Authority,30,1000
2019/20,Inverclyde,18-64 years,Local Authority,565,957.6271186440678
2019/20,Inverclyde,65-74 years,Local Authority,345,851.8518518518518
2019/20,Inverclyde,75-84 years,Local Authority,625,796.1783439490446
2019/20,Inverclyde,85+ years,Local Authority,520,712.3287671232877
2019/20,Inverclyde,Unknown,Local Authority,0,0
2019/20,Inverclyde,All Ages,Personal Assistance Contract,0,0
2019/20,Inverclyde,0-17 years,Personal Assistance Contract,0,0
2019/20,Inverclyde,18-64 years,Personal Assistance Contract,0,0
2019/20,Inverclyde,65-74 years,Personal Assistance Contract,0,0
2019/20,Inverclyde,75-84 years,Personal Assistance Contract,0,0
2019/20,Inverclyde,85+ years,Personal Assistance Contract,0,0
2019/20,Inverclyde,Unknown,Personal Assistance Contract,0,0
2019/20,Inverclyde,All Ages,Private,535,210.62992125984252
2019/20,Inverclyde,0-17 years,Private,0,0
2019/20,Inverclyde,18-64 years,Private,35,59.32203389830509
2019/20,Inverclyde,65-74 years,Private,80,197.53086419753086
2019/20,Inverclyde,75-84 years,Private,190,242.03821656050957
2019/20,Inverclyde,85+ years,Private,235,321.9178082191781
2019/20,Inverclyde,Unknown,Private,0,0
2019/20,Inverclyde,All Ages,Voluntary,50,19.68503937007874
2019/20,Inverclyde,0-17 years,Voluntary,0,0
2019/20,Inverclyde,18-64 years,Voluntary,10,16.949152542372882
2019/20,Inverclyde,65-74 years,Voluntary,5,12.345679012345679
2019/20,Inverclyde,75-84 years,Voluntary,15,19.108280254777068
2019/20,Inverclyde,85+ years,Voluntary,20,27.397260273972602
2019/20,Inverclyde,Unknown,Voluntary,0,0
2019/20,Inverclyde,All Ages,Other,0,0
2019/20,Inverclyde,0-17 years,Other,0,0
2019/20,Inverclyde,18-64 years,Other,0,0
2019/20,Inverclyde,65-74 years,Other,0,0
2019/20,Inverclyde,75-84 years,Other,0,0
2019/20,Inverclyde,85+ years,Other,0,0
2019/20,Inverclyde,Unknown,Other,0,0
2019/20,Inverclyde,All Ages,Not Known,0,0
2019/20,Inverclyde,0-17 years,Not Known,0,0
2019/20,Inverclyde,18-64 years,Not Known,0,0
2019/20,Inverclyde,65-74 years,Not Known,0,0
2019/20,Inverclyde,75-84 years,Not Known,0,0
2019/20,Inverclyde,85+ years,Not Known,0,0
2019/20,Inverclyde,Unknown,Not Known,0,0
2017/18,Midlothian,All Ages,Local Authority,0,0
2017/18,Midlothian,0-17 years,Local Authority,0,0
2017/18,Midlothian,18-64 years,Local Authority,0,0
2017/18,Midlothian,65-74 years,Local Authority,0,0
2017/18,Midlothian,75-84 years,Local Authority,0,0
2017/18,Midlothian,85+ years,Local Authority,0,0
2017/18,Midlothian,Unknown,Local Authority,0,0
2017/18,Midlothian,All Ages,Personal Assistance Contract,0,0
2017/18,Midlothian,0-17 years,Personal Assistance Contract,0,0
2017/18,Midlothian,18-64 years,Personal Assistance Contract,0,0
2017/18,Midlothian,65-74 years,Personal Assistance Contract,0,0
2017/18,Midlothian,75-84 years,Personal Assistance Contract,0,0
2017/18,Midlothian,85+ years,Personal Assistance Contract,0,0
2017/18,Midlothian,Unknown,Personal Assistance Contract,0,0
2017/18,Midlothian,All Ages,Private,0,0
2017/18,Midlothian,0-17 years,Private,0,0
2017/18,Midlothian,18-64 years,Private,0,0
2017/18,Midlothian,65-74 years,Private,0,0
2017/18,Midlothian,75-84 years,Private,0,0
2017/18,Midlothian,85+ years,Private,0,0
2017/18,Midlothian,Unknown,Private,0,0
2017/18,Midlothian,All Ages,Voluntary,0,0
2017/18,Midlothian,0-17 years,Voluntary,0,0
2017/18,Midlothian,18-64 years,Voluntary,0,0
2017/18,Midlothian,65-74 years,Voluntary,0,0
2017/18,Midlothian,75-84 years,Voluntary,0,0
2017/18,Midlothian,85+ years,Voluntary,0,0
2017/18,Midlothian,Unknown,Voluntary,0,0
2017/18,Midlothian,All Ages,Other,0,0
2017/18,Midlothian,0-17 years,Other,0,0
2017/18,Midlothian,18-64 years,Other,0,0
2017/18,Midlothian,65-74 years,Other,0,0
2017/18,Midlothian,75-84 years,Other,0,0
2017/18,Midlothian,85+ years,Other,0,0
2017/18,Midlothian,Unknown,Other,0,0
2017/18,Midlothian,All Ages,Not Known,0,0
2017/18,Midlothian,0-17 years,Not Known,0,0
2017/18,Midlothian,18-64 years,Not Known,0,0
2017/18,Midlothian,65-74 years,Not Known,0,0
2017/18,Midlothian,75-84 years,Not Known,0,0
2017/18,Midlothian,85+ years,Not Known,0,0
2017/18,Midlothian,Unknown,Not Known,0,0
2018/19,Midlothian,All Ages,Local Authority,1180,561.9047619047619
2018/19,Midlothian,0-17 years,Local Authority,60,285.7142857142857
2018/19,Midlothian,18-64 years,Local Authority,180,339.62264150943395
2018/19,Midlothian,65-74 years,Local Authority,175,648.1481481481482
2018/19,Midlothian,75-84 years,Local Authority,360,712.8712871287129
2018/19,Midlothian,85+ years,Local Authority,400,683.7606837606837
2018/19,Midlothian,Unknown,Local Authority,0,0
2018/19,Midlothian,All Ages,Personal Assistance Contract,0,0
2018/19,Midlothian,0-17 years,Personal Assistance Contract,0,0
2018/19,Midlothian,18-64 years,Personal Assistance Contract,0,0
2018/19,Midlothian,65-74 years,Personal Assistance Contract,0,0
2018/19,Midlothian,75-84 years,Personal Assistance Contract,0,0
2018/19,Midlothian,85+ years,Personal Assistance Contract,0,0
2018/19,Midlothian,Unknown,Personal Assistance Contract,0,0
2018/19,Midlothian,All Ages,Private,1480,704.7619047619048
2018/19,Midlothian,0-17 years,Private,100,476.19047619047615
2018/19,Midlothian,18-64 years,Private,455,858.4905660377359
2018/19,Midlothian,65-74 years,Private,190,703.7037037037037
2018/19,Midlothian,75-84 years,Private,335,663.3663366336634
2018/19,Midlothian,85+ years,Private,400,683.7606837606837
2018/19,Midlothian,Unknown,Private,0,0
2018/19,Midlothian,All Ages,Voluntary,10,4.761904761904763
2018/19,Midlothian,0-17 years,Voluntary,10,47.61904761904761
2018/19,Midlothian,18-64 years,Voluntary,5,9.433962264150942
2018/19,Midlothian,65-74 years,Voluntary,0,0
2018/19,Midlothian,75-84 years,Voluntary,0,0
2018/19,Midlothian,85+ years,Voluntary,0,0
2018/19,Midlothian,Unknown,Voluntary,0,0
2018/19,Midlothian,All Ages,Other,0,0
2018/19,Midlothian,0-17 years,Other,0,0
2018/19,Midlothian,18-64 years,Other,0,0
2018/19,Midlothian,65-74 years,Other,0,0
2018/19,Midlothian,75-84 years,Other,0,0
2018/19,Midlothian,85+ years,Other,0,0
2018/19,Midlothian,Unknown,Other,0,0
2018/19,Midlothian,All Ages,Not Known,180,85.71428571428571
2018/19,Midlothian,0-17 years,Not Known,80,380.9523809523809
2018/19,Midlothian,18-64 years,Not Known,65,122.64150943396227
2018/19,Midlothian,65-74 years,Not Known,10,37.03703703703704
2018/19,Midlothian,75-84 years,Not Known,15,29.7029702970297
2018/19,Midlothian,85+ years,Not Known,15,25.64102564102564
2018/19,Midlothian,Unknown,Not Known,0,0
2019/20,Midlothian,All Ages,Local Authority,2355,817.7083333333334
2019/20,Midlothian,0-17 years,Local Authority,25,500
2019/20,Midlothian,18-64 years,Local Authority,345,605.2631578947369
2019/20,Midlothian,65-74 years,Local Authority,355,845.2380952380952
2019/20,Midlothian,75-84 years,Local Authority,865,891.7525773195877
2019/20,Midlothian,85+ years,Local Authority,765,879.3103448275862
2019/20,Midlothian,Unknown,Local Authority,0,0
2019/20,Midlothian,All Ages,Personal Assistance Contract,45,15.625
2019/20,Midlothian,0-17 years,Personal Assistance Contract,5,100
2019/20,Midlothian,18-64 years,Personal Assistance Contract,25,43.859649122807014
2019/20,Midlothian,65-74 years,Personal Assistance Contract,5,11.904761904761903
2019/20,Midlothian,75-84 years,Personal Assistance Contract,10,10.309278350515465
2019/20,Midlothian,85+ years,Personal Assistance Contract,5,5.747126436781609
2019/20,Midlothian,Unknown,Personal Assistance Contract,0,0
2019/20,Midlothian,All Ages,Private,1010,350.6944444444444
2019/20,Midlothian,0-17 years,Private,30,600
2019/20,Midlothian,18-64 years,Private,355,622.8070175438597
2019/20,Midlothian,65-74 years,Private,140,333.3333333333333
2019/20,Midlothian,75-84 years,Private,240,247.42268041237114
2019/20,Midlothian,85+ years,Private,245,281.60919540229884
2019/20,Midlothian,Unknown,Private,0,0
2019/20,Midlothian,All Ages,Voluntary,35,12.152777777777779
2019/20,Midlothian,0-17 years,Voluntary,5,100
2019/20,Midlothian,18-64 years,Voluntary,5,8.771929824561402
2019/20,Midlothian,65-74 years,Voluntary,5,11.904761904761903
2019/20,Midlothian,75-84 years,Voluntary,10,10.309278350515465
2019/20,Midlothian,85+ years,Voluntary,15,17.241379310344826
2019/20,Midlothian,Unknown,Voluntary,0,0
2019/20,Midlothian,All Ages,Other,0,0
2019/20,Midlothian,0-17 years,Other,0,0
2019/20,Midlothian,18-64 years,Other,0,0
2019/20,Midlothian,65-74 years,Other,0,0
2019/20,Midlothian,75-84 years,Other,0,0
2019/20,Midlothian,85+ years,Other,0,0
2019/20,Midlothian,Unknown,Other,0,0
2019/20,Midlothian,All Ages,Not Known,0,0
2019/20,Midlothian,0-17 years,Not Known,0,0
2019/20,Midlothian,18-64 years,Not Known,0,0
2019/20,Midlothian,65-74 years,Not Known,0,0
2019/20,Midlothian,75-84 years,Not Known,0,0
2019/20,Midlothian,85+ years,Not Known,0,0
2019/20,Midlothian,Unknown,Not Known,0,0
2020/21,Midlothian,All Ages,Local Authority,2500,718.390804597701
2020/21,Midlothian,0-17 years,Local Authority,40,400
2020/21,Midlothian,18-64 years,Local Authority,355,500
2020/21,Midlothian,65-74 years,Local Authority,400,761.9047619047618
2020/21,Midlothian,75-84 years,Local Authority,900,821.917808219178
2020/21,Midlothian,85+ years,Local Authority,800,758.2938388625591
2020/21,Midlothian,Unknown,Local Authority,0,0
2020/21,Midlothian,All Ages,Personal Assistance Contract,105,30.17241379310345
2020/21,Midlothian,0-17 years,Personal Assistance Contract,30,300
2020/21,Midlothian,18-64 years,Personal Assistance Contract,50,70.42253521126761
2020/21,Midlothian,65-74 years,Personal Assistance Contract,10,19.04761904761905
2020/21,Midlothian,75-84 years,Personal Assistance Contract,10,9.1324200913242
2020/21,Midlothian,85+ years,Personal Assistance Contract,10,9.47867298578199
2020/21,Midlothian,Unknown,Personal Assistance Contract,0,0
2020/21,Midlothian,All Ages,Private,1680,482.7586206896552
2020/21,Midlothian,0-17 years,Private,45,450
2020/21,Midlothian,18-64 years,Private,485,683.0985915492957
2020/21,Midlothian,65-74 years,Private,225,428.57142857142856
2020/21,Midlothian,75-84 years,Private,420,383.5616438356164
2020/21,Midlothian,85+ years,Private,510,483.4123222748815
2020/21,Midlothian,Unknown,Private,0,0
2020/21,Midlothian,All Ages,Voluntary,0,0
2020/21,Midlothian,0-17 years,Voluntary,0,0
2020/21,Midlothian,18-64 years,Voluntary,0,0
2020/21,Midlothian,65-74 years,Voluntary,0,0
2020/21,Midlothian,75-84 years,Voluntary,0,0
2020/21,Midlothian,85+ years,Voluntary,0,0
2020/21,Midlothian,Unknown,Voluntary,0,0
2020/21,Midlothian,All Ages,Other,20,5.747126436781609
2020/21,Midlothian,0-17 years,Other,0,0
2020/21,Midlothian,18-64 years,Other,15,21.12676056338028
2020/21,Midlothian,65-74 years,Other,0,0
2020/21,Midlothian,75-84 years,Other,0,0
2020/21,Midlothian,85+ years,Other,5,4.739336492890995
2020/21,Midlothian,Unknown,Other,0,0
2020/21,Midlothian,All Ages,Not Known,0,0
2020/21,Midlothian,0-17 years,Not Known,0,0
2020/21,Midlothian,18-64 years,Not Known,0,0
2020/21,Midlothian,65-74 years,Not Known,0,0
2020/21,Midlothian,75-84 years,Not Known,0,0
2020/21,Midlothian,85+ years,Not Known,0,0
2020/21,Midlothian,Unknown,Not Known,0,0
2017/18,Moray,All Ages,Local Authority,0,0
2017/18,Moray,0-17 years,Local Authority,0,0
2017/18,Moray,18-64 years,Local Authority,0,0
2017/18,Moray,65-74 years,Local Authority,0,0
2017/18,Moray,75-84 years,Local Authority,0,0
2017/18,Moray,85+ years,Local Authority,0,0
2017/18,Moray,Unknown,Local Authority,0,0
2017/18,Moray,All Ages,Personal Assistance Contract,0,0
2017/18,Moray,0-17 years,Personal Assistance Contract,0,0
2017/18,Moray,18-64 years,Personal Assistance Contract,0,0
2017/18,Moray,65-74 years,Personal Assistance Contract,0,0
2017/18,Moray,75-84 years,Personal Assistance Contract,0,0
2017/18,Moray,85+ years,Personal Assistance Contract,0,0
2017/18,Moray,Unknown,Personal Assistance Contract,0,0
2017/18,Moray,All Ages,Private,0,0
2017/18,Moray,0-17 years,Private,0,0
2017/18,Moray,18-64 years,Private,0,0
2017/18,Moray,65-74 years,Private,0,0
2017/18,Moray,75-84 years,Private,0,0
2017/18,Moray,85+ years,Private,0,0
2017/18,Moray,Unknown,Private,0,0
2017/18,Moray,All Ages,Voluntary,0,0
2017/18,Moray,0-17 years,Voluntary,0,0
2017/18,Moray,18-64 years,Voluntary,0,0
2017/18,Moray,65-74 years,Voluntary,0,0
2017/18,Moray,75-84 years,Voluntary,0,0
2017/18,Moray,85+ years,Voluntary,0,0
2017/18,Moray,Unknown,Voluntary,0,0
2017/18,Moray,All Ages,Other,0,0
2017/18,Moray,0-17 years,Other,0,0
2017/18,Moray,18-64 years,Other,0,0
2017/18,Moray,65-74 years,Other,0,0
2017/18,Moray,75-84 years,Other,0,0
2017/18,Moray,85+ years,Other,0,0
2017/18,Moray,Unknown,Other,0,0
2017/18,Moray,All Ages,Not Known,1205,1000
2017/18,Moray,0-17 years,Not Known,30,1000
2017/18,Moray,18-64 years,Not Known,285,1000
2017/18,Moray,65-74 years,Not Known,170,1000
2017/18,Moray,75-84 years,Not Known,325,1000
2017/18,Moray,85+ years,Not Known,400,1000
2017/18,Moray,Unknown,Not Known,0,0
2018/19,Moray,All Ages,Local Authority,0,0
2018/19,Moray,0-17 years,Local Authority,0,0
2018/19,Moray,18-64 years,Local Authority,0,0
2018/19,Moray,65-74 years,Local Authority,0,0
2018/19,Moray,75-84 years,Local Authority,0,0
2018/19,Moray,85+ years,Local Authority,0,0
2018/19,Moray,Unknown,Local Authority,0,0
2018/19,Moray,All Ages,Personal Assistance Contract,0,0
2018/19,Moray,0-17 years,Personal Assistance Contract,0,0
2018/19,Moray,18-64 years,Personal Assistance Contract,0,0
2018/19,Moray,65-74 years,Personal Assistance Contract,0,0
2018/19,Moray,75-84 years,Personal Assistance Contract,0,0
2018/19,Moray,85+ years,Personal Assistance Contract,0,0
2018/19,Moray,Unknown,Personal Assistance Contract,0,0
2018/19,Moray,All Ages,Private,0,0
2018/19,Moray,0-17 years,Private,0,0
2018/19,Moray,18-64 years,Private,0,0
2018/19,Moray,65-74 years,Private,0,0
2018/19,Moray,75-84 years,Private,0,0
2018/19,Moray,85+ years,Private,0,0
2018/19,Moray,Unknown,Private,0,0
2018/19,Moray,All Ages,Voluntary,0,0
2018/19,Moray,0-17 years,Voluntary,0,0
2018/19,Moray,18-64 years,Voluntary,0,0
2018/19,Moray,65-74 years,Voluntary,0,0
2018/19,Moray,75-84 years,Voluntary,0,0
2018/19,Moray,85+ years,Voluntary,0,0
2018/19,Moray,Unknown,Voluntary,0,0
2018/19,Moray,All Ages,Other,0,0
2018/19,Moray,0-17 years,Other,0,0
2018/19,Moray,18-64 years,Other,0,0
2018/19,Moray,65-74 years,Other,0,0
2018/19,Moray,75-84 years,Other,0,0
2018/19,Moray,85+ years,Other,0,0
2018/19,Moray,Unknown,Other,0,0
2018/19,Moray,All Ages,Not Known,1015,1000
2018/19,Moray,0-17 years,Not Known,35,1000
2018/19,Moray,18-64 years,Not Known,190,1000
2018/19,Moray,65-74 years,Not Known,125,1000
2018/19,Moray,75-84 years,Not Known,295,1000
2018/19,Moray,85+ years,Not Known,375,1000
2018/19,Moray,Unknown,Not Known,0,0
2019/20,Moray,All Ages,Local Authority,0,0
2019/20,Moray,0-17 years,Local Authority,0,0
2019/20,Moray,18-64 years,Local Authority,0,0
2019/20,Moray,65-74 years,Local Authority,0,0
2019/20,Moray,75-84 years,Local Authority,0,0
2019/20,Moray,85+ years,Local Authority,0,0
2019/20,Moray,Unknown,Local Authority,0,0
2019/20,Moray,All Ages,Personal Assistance Contract,0,0
2019/20,Moray,0-17 years,Personal Assistance Contract,0,0
2019/20,Moray,18-64 years,Personal Assistance Contract,0,0
2019/20,Moray,65-74 years,Personal Assistance Contract,0,0
2019/20,Moray,75-84 years,Personal Assistance Contract,0,0
2019/20,Moray,85+ years,Personal Assistance Contract,0,0
2019/20,Moray,Unknown,Personal Assistance Contract,0,0
2019/20,Moray,All Ages,Private,0,0
2019/20,Moray,0-17 years,Private,0,0
2019/20,Moray,18-64 years,Private,0,0
2019/20,Moray,65-74 years,Private,0,0
2019/20,Moray,75-84 years,Private,0,0
2019/20,Moray,85+ years,Private,0,0
2019/20,Moray,Unknown,Private,0,0
2019/20,Moray,All Ages,Voluntary,0,0
2019/20,Moray,0-17 years,Voluntary,0,0
2019/20,Moray,18-64 years,Voluntary,0,0
2019/20,Moray,65-74 years,Voluntary,0,0
2019/20,Moray,75-84 years,Voluntary,0,0
2019/20,Moray,85+ years,Voluntary,0,0
2019/20,Moray,Unknown,Voluntary,0,0
2019/20,Moray,All Ages,Other,0,0
2019/20,Moray,0-17 years,Other,0,0
2019/20,Moray,18-64 years,Other,0,0
2019/20,Moray,65-74 years,Other,0,0
2019/20,Moray,75-84 years,Other,0,0
2019/20,Moray,85+ years,Other,0,0
2019/20,Moray,Unknown,Other,0,0
2019/20,Moray,All Ages,Not Known,1005,1000
2019/20,Moray,0-17 years,Not Known,30,1000
2019/20,Moray,18-64 years,Not Known,215,1000
2019/20,Moray,65-74 years,Not Known,125,1000
2019/20,Moray,75-84 years,Not Known,270,1000
2019/20,Moray,85+ years,Not Known,365,1000
2019/20,Moray,Unknown,Not Known,0,0
2020/21,Moray,All Ages,Local Authority,0,0
2020/21,Moray,0-17 years,Local Authority,0,0
2020/21,Moray,18-64 years,Local Authority,0,0
2020/21,Moray,65-74 years,Local Authority,0,0
2020/21,Moray,75-84 years,Local Authority,0,0
2020/21,Moray,85+ years,Local Authority,0,0
2020/21,Moray,Unknown,Local Authority,0,0
2020/21,Moray,All Ages,Personal Assistance Contract,0,0
2020/21,Moray,0-17 years,Personal Assistance Contract,0,0
2020/21,Moray,18-64 years,Personal Assistance Contract,0,0
2020/21,Moray,65-74 years,Personal Assistance Contract,0,0
2020/21,Moray,75-84 years,Personal Assistance Contract,0,0
2020/21,Moray,85+ years,Personal Assistance Contract,0,0
2020/21,Moray,Unknown,Personal Assistance Contract,0,0
2020/21,Moray,All Ages,Private,0,0
2020/21,Moray,0-17 years,Private,0,0
2020/21,Moray,18-64 years,Private,0,0
2020/21,Moray,65-74 years,Private,0,0
2020/21,Moray,75-84 years,Private,0,0
2020/21,Moray,85+ years,Private,0,0
2020/21,Moray,Unknown,Private,0,0
2020/21,Moray,All Ages,Voluntary,0,0
2020/21,Moray,0-17 years,Voluntary,0,0
2020/21,Moray,18-64 years,Voluntary,0,0
2020/21,Moray,65-74 years,Voluntary,0,0
2020/21,Moray,75-84 years,Voluntary,0,0
2020/21,Moray,85+ years,Voluntary,0,0
2020/21,Moray,Unknown,Voluntary,0,0
2020/21,Moray,All Ages,Other,0,0
2020/21,Moray,0-17 years,Other,0,0
2020/21,Moray,18-64 years,Other,0,0
2020/21,Moray,65-74 years,Other,0,0
2020/21,Moray,75-84 years,Other,0,0
2020/21,Moray,85+ years,Other,0,0
2020/21,Moray,Unknown,Other,0,0
2020/21,Moray,All Ages,Not Known,1490,844.1926345609065
2020/21,Moray,0-17 years,Not Known,5,166.66666666666666
2020/21,Moray,18-64 years,Not Known,385,770
2020/21,Moray,65-74 years,Not Known,175,833.3333333333334
2020/21,Moray,75-84 years,Not Known,385,895.3488372093024
2020/21,Moray,85+ years,Not Known,545,915.9663865546219
2020/21,Moray,Unknown,Not Known,0,0
2017/18,North Ayrshire,All Ages,Local Authority,0,0
2017/18,North Ayrshire,0-17 years,Local Authority,0,0
2017/18,North Ayrshire,18-64 years,Local Authority,0,0
2017/18,North Ayrshire,65-74 years,Local Authority,0,0
2017/18,North Ayrshire,75-84 years,Local Authority,0,0
2017/18,North Ayrshire,85+ years,Local Authority,0,0
2017/18,North Ayrshire,Unknown,Local Authority,0,0
2017/18,North Ayrshire,All Ages,Personal Assistance Contract,135,18.93408134642356
2017/18,North Ayrshire,0-17 years,Personal Assistance Contract,40,285.7142857142857
2017/18,North Ayrshire,18-64 years,Personal Assistance Contract,65,50.3875968992248
2017/18,North Ayrshire,65-74 years,Personal Assistance Contract,15,13.888888888888888
2017/18,North Ayrshire,75-84 years,Personal Assistance Contract,5,2.109704641350211
2017/18,North Ayrshire,85+ years,Personal Assistance Contract,10,4.464285714285714
2017/18,North Ayrshire,Unknown,Personal Assistance Contract,0,0
2017/18,North Ayrshire,All Ages,Private,70,9.817671809256662
2017/18,North Ayrshire,0-17 years,Private,0,0
2017/18,North Ayrshire,18-64 years,Private,30,23.25581395348837
2017/18,North Ayrshire,65-74 years,Private,20,18.51851851851852
2017/18,North Ayrshire,75-84 years,Private,10,4.219409282700422
2017/18,North Ayrshire,85+ years,Private,10,4.464285714285714
2017/18,North Ayrshire,Unknown,Private,0,0
2017/18,North Ayrshire,All Ages,Voluntary,0,0
2017/18,North Ayrshire,0-17 years,Voluntary,0,0
2017/18,North Ayrshire,18-64 years,Voluntary,0,0
2017/18,North Ayrshire,65-74 years,Voluntary,0,0
2017/18,North Ayrshire,75-84 years,Voluntary,0,0
2017/18,North Ayrshire,85+ years,Voluntary,0,0
2017/18,North Ayrshire,Unknown,Voluntary,0,0
2017/18,North Ayrshire,All Ages,Other,5,0.7012622720897616
2017/18,North Ayrshire,0-17 years,Other,0,0
2017/18,North Ayrshire,18-64 years,Other,5,3.875968992248062
2017/18,North Ayrshire,65-74 years,Other,0,0
2017/18,North Ayrshire,75-84 years,Other,0,0
2017/18,North Ayrshire,85+ years,Other,0,0
2017/18,North Ayrshire,Unknown,Other,0,0
2017/18,North Ayrshire,All Ages,Not Known,0,0
2017/18,North Ayrshire,0-17 years,Not Known,0,0
2017/18,North Ayrshire,18-64 years,Not Known,0,0
2017/18,North Ayrshire,65-74 years,Not Known,0,0
2017/18,North Ayrshire,75-84 years,Not Known,0,0
2017/18,North Ayrshire,85+ years,Not Known,0,0
2017/18,North Ayrshire,Unknown,Not Known,0,0
2018/19,North Ayrshire,All Ages,Local Authority,5,0.6872852233676976
2018/19,North Ayrshire,0-17 years,Local Authority,0,0
2018/19,North Ayrshire,18-64 years,Local Authority,0,0
2018/19,North Ayrshire,65-74 years,Local Authority,0,0
2018/19,North Ayrshire,75-84 years,Local Authority,0,0
2018/19,North Ayrshire,85+ years,Local Authority,0,0
2018/19,North Ayrshire,Unknown,Local Authority,0,0
2018/19,North Ayrshire,All Ages,Personal Assistance Contract,135,18.556701030927837
2018/19,North Ayrshire,0-17 years,Personal Assistance Contract,40,470.5882352941176
2018/19,North Ayrshire,18-64 years,Personal Assistance Contract,75,56.39097744360902
2018/19,North Ayrshire,65-74 years,Personal Assistance Contract,15,13.274336283185841
2018/19,North Ayrshire,75-84 years,Personal Assistance Contract,5,2.012072434607646
2018/19,North Ayrshire,85+ years,Personal Assistance Contract,5,2.242152466367713
2018/19,North Ayrshire,Unknown,Personal Assistance Contract,0,0
2018/19,North Ayrshire,All Ages,Private,75,10.309278350515465
2018/19,North Ayrshire,0-17 years,Private,5,58.8235294117647
2018/19,North Ayrshire,18-64 years,Private,35,26.31578947368421
2018/19,North Ayrshire,65-74 years,Private,15,13.274336283185841
2018/19,North Ayrshire,75-84 years,Private,10,4.024144869215292
2018/19,North Ayrshire,85+ years,Private,10,4.484304932735426
2018/19,North Ayrshire,Unknown,Private,0,0
2018/19,North Ayrshire,All Ages,Voluntary,0,0
2018/19,North Ayrshire,0-17 years,Voluntary,0,0
2018/19,North Ayrshire,18-64 years,Voluntary,0,0
2018/19,North Ayrshire,65-74 years,Voluntary,0,0
2018/19,North Ayrshire,75-84 years,Voluntary,0,0
2018/19,North Ayrshire,85+ years,Voluntary,0,0
2018/19,North Ayrshire,Unknown,Voluntary,0,0
2018/19,North Ayrshire,All Ages,Other,0,0
2018/19,North Ayrshire,0-17 years,Other,0,0
2018/19,North Ayrshire,18-64 years,Other,0,0
2018/19,North Ayrshire,65-74 years,Other,0,0
2018/19,North Ayrshire,75-84 years,Other,0,0
2018/19,North Ayrshire,85+ years,Other,0,0
2018/19,North Ayrshire,Unknown,Other,0,0
2018/19,North Ayrshire,All Ages,Not Known,50,6.8728522336769755
2018/19,North Ayrshire,0-17 years,Not Known,20,235.2941176470588
2018/19,North Ayrshire,18-64 years,Not Known,10,7.518796992481203
